Date,ExpDate,Strike,Type,Mid,Delta,Gamma,Vega,Theta
31/03/2016,15/04/2016,910,Put,0.15,-0.517,0.017,3.378,-3.948
31/03/2016,15/04/2016,920,Put,0.18,-0.604,0.02,3.876,-4.654
31/03/2016,15/04/2016,930,Call,180.1,99.189,0.027,5.025,-6.141
31/03/2016,15/04/2016,930,Put,0.2,-0.709,0.024,4.47,-5.052
31/03/2016,15/04/2016,940,Call,170.35,99.046,0.032,5.798,-6.808
31/03/2016,15/04/2016,940,Put,0.25,-0.839,0.029,5.184,-6.058
31/03/2016,15/04/2016,950,Call,160.1,98.868,0.039,6.725,-7.584
31/03/2016,15/04/2016,950,Put,0.28,-1.001,0.035,6.045,-6.578
31/03/2016,15/04/2016,960,Call,151.4,98.648,0.047,7.844,-8.49
31/03/2016,15/04/2016,960,Put,0.33,-1.202,0.043,7.089,-7.451
31/03/2016,15/04/2016,970,Call,140.1,98.373,0.057,9.199,-9.553
31/03/2016,15/04/2016,970,Put,0.37,-1.455,0.053,8.362,-8.098
31/03/2016,15/04/2016,980,Call,132.6,98.025,0.07,10.849,-10.803
31/03/2016,15/04/2016,980,Put,0.45,-1.778,0.066,9.922,-9.437
31/03/2016,15/04/2016,990,Call,120.5,97.582,0.087,12.866,-12.276
31/03/2016,15/04/2016,990,Put,0.53,-2.191,0.082,11.844,-10.561
31/03/2016,15/04/2016,1000,Call,110.45,97.013,0.109,15.342,-14.016
31/03/2016,15/04/2016,1000,Put,0.67,-2.725,0.103,14.219,-12.52
31/03/2016,15/04/2016,1010,Call,100.7,96.277,0.136,18.389,-16.069
31/03/2016,15/04/2016,1010,Put,0.8,-3.421,0.13,17.163,-14.152
31/03/2016,15/04/2016,1020,Call,90.85,95.314,0.172,22.14,-18.487
31/03/2016,15/04/2016,1020,Put,1,-4.339,0.166,20.819,-16.471
31/03/2016,15/04/2016,1030,Call,81.05,94.048,0.219,26.754,-21.318
31/03/2016,15/04/2016,1030,Put,1.25,-5.556,0.212,25.351,-18.922
31/03/2016,15/04/2016,1040,Call,71.35,92.368,0.28,32.401,-24.601
31/03/2016,15/04/2016,1040,Put,1.6,-7.184,0.273,30.948,-22.104
31/03/2016,15/04/2016,1050,Call,62.1,90.128,0.358,39.245,-28.341
31/03/2016,15/04/2016,1050,Put,2.08,-9.375,0.353,37.792,-25.773
31/03/2016,15/04/2016,1060,Call,52.7,87.129,0.458,47.392,-31.057
31/03/2016,15/04/2016,1060,Put,2.75,-12.339,0.455,46.027,-29.903
31/03/2016,15/04/2016,1070,Call,43.75,83.113,0.583,56.799,-36.304
31/03/2016,15/04/2016,1070,Put,3.75,-16.396,0.584,55.734,-34.833
31/03/2016,15/04/2016,1080,Call,35.2,77.756,0.734,67.117,-41.257
31/03/2016,15/04/2016,1080,Put,5.15,-21.893,0.739,66.513,-39.671
31/03/2016,15/04/2016,1090,Call,27.17,70.627,0.902,77.507,-45.11
31/03/2016,15/04/2016,1090,Put,7.15,-29.163,0.909,77.251,-44.033
31/03/2016,15/04/2016,1100,Call,19.9,61.48,1.062,86.002,-47.441
31/03/2016,15/04/2016,1100,Put,9.85,-38.413,1.072,85.932,-46.179
31/03/2016,15/04/2016,1110,Call,13.64,50.476,1.17,89.717,-46.695
31/03/2016,15/04/2016,1110,Put,13.5,-49.534,1.185,89.717,-45.23
31/03/2016,15/04/2016,1120,Call,8.5,38.353,1.178,85.9,-41.93
31/03/2016,15/04/2016,1120,Put,18.4,-61.88,1.198,85.744,-40.495
31/03/2016,15/04/2016,1130,Call,4.75,26.428,1.057,73.674,-33.512
31/03/2016,15/04/2016,1130,Put,24.75,-74.197,1.075,72.783,-32.421
31/03/2016,15/04/2016,1140,Call,2.4,16.203,0.825,55.38,-23.637
31/03/2016,15/04/2016,1140,Put,32.25,-84.883,0.824,52.935,-21.112
31/03/2016,15/04/2016,1150,Call,1.08,8.711,0.552,35.907,-14.47
31/03/2016,15/04/2016,1150,Put,41,-92.654,0.517,31.615,-11.702
31/03/2016,15/04/2016,1160,Call,0.5,4.082,0.313,19.948,-8.428
31/03/2016,15/04/2016,1160,Put,50.7,-97.219,0.251,14.604,-9.061
31/03/2016,15/04/2016,1170,Call,0.22,1.675,0.152,9.54,-4.568
31/03/2016,15/04/2016,1170,Put,59.95,-99.245,0.087,4.815,-0.922
31/03/2016,15/04/2016,1180,Call,0.18,0.592,0.063,3.883,-3.951
31/03/2016,15/04/2016,1180,Put,69.7,-99.869,0.019,1.016,0.331
31/03/2016,15/04/2016,1190,Call,0.2,0.176,0.021,1.316,-0.437
31/03/2016,15/04/2016,1190,Put,80.3,-99.987,0.002,0.118,0.592
31/03/2016,15/04/2016,1200,Call,0.08,0.043,0.006,0.366,-0.113
31/03/2016,15/04/2016,1200,Put,90.25,-99.999,0,0.006,0.623
31/03/2016,15/04/2016,1210,Call,0.08,0.009,0.001,0.082,-0.023
31/03/2016,15/04/2016,1210,Put,100.15,-100,0,0,0.63
