Date,ExpDate,Strike,Type,Mid,Delta,Gamma,Vega,Theta
22/09/2016,21/10/2016,1020,Put,0.43,-0.985,0.023,9.379,-5.367
22/09/2016,21/10/2016,1030,Put,0.45,-1.131,0.027,10.574,-5.524
22/09/2016,21/10/2016,1040,Put,0.53,-1.302,0.031,11.947,-6.268
22/09/2016,21/10/2016,1050,Call,206.9,96.275,0.063,28.872,-18.388
22/09/2016,21/10/2016,1050,Put,0.6,-1.504,0.036,13.525,-6.857
22/09/2016,21/10/2016,1060,Call,197,95.961,0.07,30.839,-18.992
22/09/2016,21/10/2016,1060,Put,0.68,-1.743,0.042,15.343,-7.516
22/09/2016,21/10/2016,1070,Call,187.2,95.605,0.077,33.014,-19.644
22/09/2016,21/10/2016,1070,Put,0.78,-2.027,0.049,17.44,-8.328
22/09/2016,21/10/2016,1080,Call,176.85,95.202,0.086,35.425,-20.348
22/09/2016,21/10/2016,1080,Put,0.88,-2.365,0.058,19.858,-9.078
22/09/2016,21/10/2016,1090,Call,166.65,94.742,0.096,38.106,-21.109
22/09/2016,21/10/2016,1090,Put,1.03,-2.768,0.068,22.651,-10.087
22/09/2016,21/10/2016,1100,Call,156.85,94.214,0.107,41.092,-21.932
22/09/2016,21/10/2016,1100,Put,1.2,-3.251,0.079,25.874,-11.22
22/09/2016,21/10/2016,1110,Call,146.95,93.606,0.12,44.426,-22.82
22/09/2016,21/10/2016,1110,Put,1.41,-3.831,0.094,29.592,-12.589
22/09/2016,21/10/2016,1120,Call,137.55,92.903,0.136,48.153,-23.778
22/09/2016,21/10/2016,1120,Put,1.63,-4.528,0.111,33.876,-13.795
22/09/2016,21/10/2016,1130,Call,127.5,92.084,0.154,52.329,-24.81
22/09/2016,21/10/2016,1130,Put,1.92,-5.37,0.131,38.799,-15.363
22/09/2016,21/10/2016,1140,Call,118.35,91.126,0.175,57.009,-25.916
22/09/2016,21/10/2016,1140,Put,2.27,-6.387,0.155,44.44,-16.974
22/09/2016,21/10/2016,1150,Call,108.8,89.998,0.199,62.255,-27.098
22/09/2016,21/10/2016,1150,Put,2.72,-7.617,0.183,50.871,-19.001
22/09/2016,21/10/2016,1160,Call,99.25,88.664,0.228,68.131,-28.35
22/09/2016,21/10/2016,1160,Put,3.26,-9.107,0.216,58.154,-21.073
22/09/2016,21/10/2016,1170,Call,89.75,87.076,0.263,74.693,-27.249
22/09/2016,21/10/2016,1170,Put,3.96,-10.91,0.255,66.327,-23.436
22/09/2016,21/10/2016,1180,Call,80.55,85.177,0.303,81.985,-29.289
22/09/2016,21/10/2016,1180,Put,4.77,-13.085,0.3,75.361,-25.767
22/09/2016,21/10/2016,1190,Call,71.4,82.893,0.35,90.021,-30.93
22/09/2016,21/10/2016,1190,Put,5.74,-15.693,0.352,85.156,-28.122
22/09/2016,21/10/2016,1200,Call,62.45,80.136,0.406,98.755,-32.535
22/09/2016,21/10/2016,1200,Put,6.97,-18.816,0.411,95.566,-30.565
22/09/2016,21/10/2016,1210,Call,54.18,76.783,0.47,108.075,-35.167
22/09/2016,21/10/2016,1210,Put,8.47,-22.544,0.477,106.321,-32.69
22/09/2016,21/10/2016,1220,Call,45.99,72.653,0.541,117.769,-36.821
22/09/2016,21/10/2016,1220,Put,10.28,-26.974,0.548,116.975,-34.489
22/09/2016,21/10/2016,1230,Call,38.16,67.624,0.616,127.133,-37.773
22/09/2016,21/10/2016,1230,Put,12.45,-32.201,0.622,126.85,-35.765
22/09/2016,21/10/2016,1240,Call,30.77,61.623,0.69,135.061,-38.062
22/09/2016,21/10/2016,1240,Put,15.14,-38.301,0.695,134.982,-36.277
22/09/2016,21/10/2016,1250,Call,24.16,54.663,0.752,140.1,-37.661
22/09/2016,21/10/2016,1250,Put,18.44,-45.311,0.759,140.089,-35.755
22/09/2016,21/10/2016,1260,Call,18.03,46.883,0.792,140.634,-35.691
22/09/2016,21/10/2016,1260,Put,22.34,-53.19,0.804,140.614,-33.809
22/09/2016,21/10/2016,1270,Call,12.7,38.586,0.796,135.293,-32.198
22/09/2016,21/10/2016,1270,Put,27,-61.771,0.817,134.925,-30.228
22/09/2016,21/10/2016,1280,Call,8.48,30.233,0.757,123.504,-27.682
22/09/2016,21/10/2016,1280,Put,32.98,-70.709,0.783,121.753,-25.935
22/09/2016,21/10/2016,1290,Call,5.24,22.378,0.674,105.97,-22.052
22/09/2016,21/10/2016,1290,Put,39.54,-79.447,0.692,100.919,-19.312
22/09/2016,21/10/2016,1300,Call,2.99,15.541,0.557,84.771,-16.059
22/09/2016,21/10/2016,1300,Put,47.05,-87.251,0.545,74.246,-11.868
22/09/2016,21/10/2016,1310,Call,1.6,10.08,0.425,62.857,-10.922
22/09/2016,21/10/2016,1310,Put,56.01,-93.367,0.364,46.065,-7.323
22/09/2016,21/10/2016,1320,Call,0.87,6.095,0.298,43.094,-7.237
22/09/2016,21/10/2016,1320,Put,64.8,-97.324,0.19,22.328,-2.642
22/09/2016,21/10/2016,1330,Call,0.55,3.443,0.192,27.359,-5.229
22/09/2016,21/10/2016,1330,Put,74.22,-99.256,0.069,7.536,-0.242
22/09/2016,21/10/2016,1340,Call,0.35,1.828,0.115,16.182,-3.805
22/09/2016,21/10/2016,1340,Put,84.1,-99.882,0.015,1.474,0.608
22/09/2016,21/10/2016,1350,Call,0.28,0.922,0.064,9.01,-3.245
22/09/2016,21/10/2016,1350,Put,94.15,-99.992,0.001,0.123,0.772
22/09/2016,21/10/2016,1360,Call,0.2,0.437,0.034,4.685,-2.519
22/09/2016,21/10/2016,1360,Put,104.45,-100,0,0.003,0.789
22/09/2016,21/10/2016,1370,Call,0.15,0.192,0.016,2.252,-0.376
22/09/2016,21/10/2016,1370,Put,114.3,-100,0,0,0.795
22/09/2016,21/10/2016,1380,Call,0.13,0.078,0.007,0.998,-0.161
22/09/2016,21/10/2016,1380,Put,124.25,-100,0,0,0.801
22/09/2016,21/10/2016,1390,Call,0.1,0.029,0.003,0.406,-0.063
22/09/2016,21/10/2016,1390,Put,134.35,-100,0,0,0.807
22/09/2016,21/10/2016,1400,Call,0.05,0.01,0.001,0.152,-0.023
22/09/2016,21/10/2016,1400,Put,144.3,-100,0,0,0.813
22/09/2016,21/10/2016,1410,Call,0.08,0.003,0,0.052,-0.007
22/09/2016,21/10/2016,1410,Put,154.35,-100,0,0,0.819
22/09/2016,21/10/2016,1420,Call,0.08,0.001,0,0.016,-0.002
22/09/2016,21/10/2016,1420,Put,164.1,-100,0,0,0.825
22/09/2016,21/10/2016,1430,Call,0.08,0,0,0.005,-0.001
22/09/2016,21/10/2016,1430,Put,173.9,-100,0,0,0.83
22/09/2016,21/10/2016,1440,Call,0.08,0,0,0.001,0
22/09/2016,21/10/2016,1440,Put,183.6,-100,0,0,0.836
22/09/2016,21/10/2016,1450,Call,0.05,0,0,0,0
22/09/2016,21/10/2016,1450,Put,193.5,-100,0,0,0.842
22/09/2016,21/10/2016,1460,Call,0.05,0,0,0,0
22/09/2016,21/10/2016,1460,Put,203.6,-100,0,0,0.848
22/09/2016,21/10/2016,1470,Call,0.05,0,0,0,0
22/09/2016,21/10/2016,1470,Put,214.35,-100,0,0,0.854
22/09/2016,21/10/2016,1480,Put,224.1,-100,0,0,0.859
22/09/2016,21/10/2016,1490,Put,234.1,-100,0,0,0.865
22/09/2016,21/10/2016,1500,Put,244.1,-100,0,0,0.871
22/09/2016,18/11/2016,1020,Put,1.98,-3.338,0.051,36.99,-9.307
22/09/2016,18/11/2016,1030,Put,2.2,-3.732,0.057,40.529,-10.003
22/09/2016,18/11/2016,1040,Put,2.5,-4.178,0.064,44.41,-10.898
22/09/2016,18/11/2016,1050,Call,206.95,93.644,0.082,61.903,-17.131
22/09/2016,18/11/2016,1050,Put,2.75,-4.681,0.071,48.663,-11.551
22/09/2016,18/11/2016,1060,Call,197.35,93.074,0.09,66.151,-17.835
22/09/2016,18/11/2016,1060,Put,3.1,-5.25,0.08,53.315,-12.487
22/09/2016,18/11/2016,1070,Call,187.7,92.44,0.099,70.735,-18.571
22/09/2016,18/11/2016,1070,Put,3.5,-5.893,0.089,58.395,-13.486
22/09/2016,18/11/2016,1080,Call,178.55,91.733,0.109,75.678,-19.341
22/09/2016,18/11/2016,1080,Put,3.85,-6.621,0.1,63.929,-14.288
22/09/2016,18/11/2016,1090,Call,169.05,90.944,0.119,81.003,-20.143
22/09/2016,18/11/2016,1090,Put,4.35,-7.444,0.112,69.942,-15.403
22/09/2016,18/11/2016,1100,Call,159.3,90.062,0.131,86.73,-20.976
22/09/2016,18/11/2016,1100,Put,4.95,-8.376,0.125,76.455,-16.578
22/09/2016,18/11/2016,1110,Call,149.91,89.074,0.145,92.878,-21.837
22/09/2016,18/11/2016,1110,Put,5.55,-9.429,0.14,83.482,-17.714
22/09/2016,18/11/2016,1120,Call,140.9,87.968,0.159,99.46,-22.722
22/09/2016,18/11/2016,1120,Put,6.3,-10.619,0.156,91.029,-18.896
22/09/2016,18/11/2016,1130,Call,131.95,86.726,0.176,106.484,-23.327
22/09/2016,18/11/2016,1130,Put,7.1,-11.964,0.174,99.088,-20.115
22/09/2016,18/11/2016,1140,Call,122.65,85.332,0.194,113.947,-24.037
22/09/2016,18/11/2016,1140,Put,7.95,-13.48,0.193,107.639,-21.261
22/09/2016,18/11/2016,1150,Call,113.4,83.765,0.213,121.833,-24.647
22/09/2016,18/11/2016,1150,Put,9.05,-15.181,0.214,116.6,-22.603
22/09/2016,18/11/2016,1160,Call,104.55,82.003,0.235,130.105,-25.746
22/09/2016,18/11/2016,1160,Put,10.17,-17.081,0.237,125.894,-23.716
22/09/2016,18/11/2016,1170,Call,95.9,80.022,0.258,138.705,-26.814
22/09/2016,18/11/2016,1170,Put,11.57,-19.204,0.262,135.439,-24.979
22/09/2016,18/11/2016,1180,Call,87.4,77.796,0.284,147.539,-27.826
22/09/2016,18/11/2016,1180,Put,12.98,-21.571,0.288,145.121,-25.966
22/09/2016,18/11/2016,1190,Call,79.15,75.294,0.311,156.483,-28.755
22/09/2016,18/11/2016,1190,Put,14.75,-24.208,0.316,154.788,-27.042
22/09/2016,18/11/2016,1200,Call,71.1,72.479,0.34,165.375,-29.586
22/09/2016,18/11/2016,1200,Put,16.67,-27.139,0.345,164.241,-27.876
22/09/2016,18/11/2016,1210,Call,63.2,69.324,0.37,173.943,-30.091
22/09/2016,18/11/2016,1210,Put,18.78,-30.388,0.375,173.222,-28.432
22/09/2016,18/11/2016,1220,Call,55.69,65.811,0.399,181.84,-30.507
22/09/2016,18/11/2016,1220,Put,21.27,-33.977,0.405,181.412,-28.851
22/09/2016,18/11/2016,1230,Call,48.31,61.926,0.428,188.639,-30.419
22/09/2016,18/11/2016,1230,Put,24.09,-37.925,0.435,188.416,-29.076
22/09/2016,18/11/2016,1240,Call,41.55,57.671,0.455,193.846,-30.308
22/09/2016,18/11/2016,1240,Put,27.16,-42.243,0.463,193.763,-28.785
22/09/2016,18/11/2016,1250,Call,35.2,53.061,0.478,196.915,-29.764
22/09/2016,18/11/2016,1250,Put,30.65,-46.931,0.487,196.911,-28.104
22/09/2016,18/11/2016,1260,Call,29.14,48.133,0.495,197.282,-28.652
22/09/2016,18/11/2016,1260,Put,34.7,-51.972,0.507,197.257,-27.153
22/09/2016,18/11/2016,1270,Call,23.63,42.947,0.504,194.425,-27.195
22/09/2016,18/11/2016,1270,Put,39.25,-57.33,0.518,194.179,-25.632
22/09/2016,18/11/2016,1280,Call,18.83,37.59,0.504,187.932,-25.29
22/09/2016,18/11/2016,1280,Put,44.35,-62.939,0.52,187.094,-23.608
22/09/2016,18/11/2016,1290,Call,14.51,32.176,0.492,177.583,-22.953
22/09/2016,18/11/2016,1290,Put,50.06,-68.696,0.509,175.552,-21.191
22/09/2016,18/11/2016,1300,Call,10.9,26.839,0.468,163.434,-20.24
22/09/2016,18/11/2016,1300,Put,56.25,-74.461,0.483,159.368,-18.038
22/09/2016,18/11/2016,1310,Call,7.93,21.732,0.431,145.893,-17.358
22/09/2016,18/11/2016,1310,Put,63.25,-80.05,0.441,138.789,-14.865
22/09/2016,18/11/2016,1320,Call,5.59,17.005,0.384,125.744,-14.345
22/09/2016,18/11/2016,1320,Put,71.05,-85.251,0.382,114.665,-11.873
22/09/2016,18/11/2016,1330,Call,3.85,12.794,0.328,104.111,-11.469
22/09/2016,18/11/2016,1330,Put,79.15,-89.836,0.31,88.553,-8.294
