Date,ExpDate,Strike,Type,Mid,Delta,Gamma,Vega,Theta
28/03/2017,21/04/2017,1120,Put,0.48,-1.032,0.024,9.578,-7.006
28/03/2017,21/04/2017,1130,Put,0.55,-1.172,0.028,10.703,-7.767
28/03/2017,21/04/2017,1140,Put,0.63,-1.337,0.032,11.991,-8.623
28/03/2017,21/04/2017,1150,Call,204.8,98.357,0.039,14.311,-11.354
28/03/2017,21/04/2017,1150,Put,0.78,-1.53,0.037,13.467,-10.166
28/03/2017,21/04/2017,1160,Call,194.2,98.117,0.045,16.072,-12.193
28/03/2017,21/04/2017,1160,Put,0.75,-1.758,0.043,15.162,-9.704
28/03/2017,21/04/2017,1170,Call,184.95,97.835,0.052,18.092,-13.128
28/03/2017,21/04/2017,1170,Put,0.85,-2.027,0.05,17.112,-10.647
28/03/2017,21/04/2017,1180,Call,174.85,97.5,0.06,20.413,-14.17
28/03/2017,21/04/2017,1180,Put,0.92,-2.346,0.058,19.359,-11.212
28/03/2017,21/04/2017,1190,Call,165.2,97.103,0.07,23.082,-15.332
28/03/2017,21/04/2017,1190,Put,1.02,-2.727,0.068,21.951,-12.041
28/03/2017,21/04/2017,1200,Call,155.45,96.63,0.082,26.153,-16.628
28/03/2017,21/04/2017,1200,Put,1.2,-3.181,0.079,24.945,-13.402
28/03/2017,21/04/2017,1210,Call,144.75,96.063,0.096,29.688,-18.07
28/03/2017,21/04/2017,1210,Put,1.35,-3.727,0.093,28.402,-14.571
28/03/2017,21/04/2017,1220,Call,134.95,95.384,0.113,33.755,-19.673
28/03/2017,21/04/2017,1220,Put,1.53,-4.385,0.11,32.396,-15.743
28/03/2017,21/04/2017,1230,Call,125.95,94.566,0.133,38.429,-21.449
28/03/2017,21/04/2017,1230,Put,1.73,-5.179,0.13,37.002,-16.91
28/03/2017,21/04/2017,1240,Call,116.5,93.579,0.157,43.789,-23.408
28/03/2017,21/04/2017,1240,Put,2.08,-6.141,0.154,42.305,-19.048
28/03/2017,21/04/2017,1250,Call,106.85,92.384,0.185,49.912,-25.555
28/03/2017,21/04/2017,1250,Put,2.43,-7.311,0.182,48.388,-20.813
28/03/2017,21/04/2017,1260,Call,96.4,90.936,0.219,56.869,-27.886
28/03/2017,21/04/2017,1260,Put,2.86,-8.734,0.216,55.329,-22.9
28/03/2017,21/04/2017,1270,Call,87.75,89.178,0.258,64.712,-28.252
