Symbol,Last,Change,High,Low,Ask,Ask IV,Call/Put,Delta,Gamma,Item Type,Market Price,Open,Original Price,Pcnt To Double,Previous Close,Open Interest,Percent O/U,Mid IV,ExpDate,Existing Posn.,Date,Rho,SV,Theta,Time,Trade,Vega,Bid IV,Prob.Finish.ITM,Projected Volty,Strike Price,Time Premium,Th.Price,Description,At Price,Volume,Bid
RUT,507.86,-2.75,513.81,507.86,,, ,1,0,I,507.86,511.5,0,,510.61,,,,,,090630,,0.204,,15:30:00,,,,,,,,,RUT Index,0,,
RURSR,0.15,-0.03,0.2,0.15,0.25,0.551,P,-0.699,0.035,O,0.17,0.19,0,0.027,0.18,2741,,0.524,090717,,090630,-0.171,0.204,-3.67,15:30:00,,2.142,,0,0.507,390,0.17,0.13,Jul 390 Puts,,47,0.1
RURTR,1.7,-0.01,1.7,1.52,1.8,0.439,P,-4.652,0.118,O,1.68,1.61,0,0.053,1.71,2094,-0.006,0.432,090821,,090630,-3.59,0.204,-7.647,15:30:00,,18.65,0.425,0,0.433,390,1.68,1.69,Aug 390 Puts,,16,1.55
RURUR,3.68,-0.22,3.69,3.68,4.2,0.431,P,-8.073,0.148,O,4.03,3.69,0,0.073,3.9,462,0.002,0.427,090918,,090630,-9.806,0.204,-9.43,15:30:00,,35.477,0.423,0.003,0.426,390,4.03,4.02,Sep 390 Puts,,3,3.9
RURXR,11.2,-0.7,11.2,11.2,12.5,0.415,P,-14.752,0.163,O,12.25,11.2,0,0.122,11.9,327,-0.006,0.411,091218,,090630,-40.43,0.204,-9.428,15:30:00,,79.38,0.409,0.033,0.412,390,12.25,12.32,Dec 390 Puts,,87,12.1
RUROR,21,,,,19.4,0.399,P,-17.919,0.155,O,19.19,,0,0.158,,134,-0.008,0.397,100319,,090630,-78.007,0.204,-8.183,15:30:00,,110.857,0.393,0.072,0.398,390,19.19,19.35,Mar10 390 Puts,,,18.8
RUWGX,106.77,,,,108,,C,98.903,0.054,O,107.32,,0,0.208,,65,-0.002,,090717,,090630,18.349,0.204,-4.261,15:30:00,,3.178,,1,0.492,400,-0.54,107.54,Jul 400 Calls,,,106.7
RUWHX,93.66,,,,108.8,,C,93.704,0.15,O,107.36,,0,0.21,,58,-0.012,,090821,,090630,52.063,0.204,-9.799,15:30:00,,23.684,,0.999,0.431,400,-0.5,108.71,Aug 400 Calls,,,107.3
RUWIX,98.1,,,,110.2,,C,90.614,0.173,O,109.15,,0,0.217,,3368,-0.009,,090918,,090630,76.186,0.204,-10.265,15:30:00,,39.698,,0.993,0.41,400,1.29,110.16,Sep 400 Calls,,,109.2
RUWLX,120.6,,,,117.8,,C,83.586,0.18,O,117.08,,0,0.243,,1637,0,,091218,,090630,141.917,0.204,-10.3,15:30:00,,85.16,,0.951,0.4,400,9.22,117.06,Dec 400 Calls,,,116
RUWCX,126.8,,,,123.2,,C,81.719,0.175,O,122.61,,0,0.253,,304,0.028,,100319,,090630,207.528,0.204,-8.166,15:30:00,,112.268,,0.906,0.357,400,14.75,119.25,Mar10 400 Calls,,,121.6
RUWSX,0.21,-0.02,0.24,0.17,0.35,0.529,P,-1.009,0.051,O,0.25,0.17,0,0.027,0.23,9479,0.316,0.504,090717,,090630,-0.247,0.204,-4.98,15:30:00,,2.955,,0,0.485,400,0.25,0.19,Jul 400 Puts,,166,0.15
RUWTX,2.08,0.07,2.08,1.8,2.25,0.424,P,-5.874,0.146,O,2.15,1.87,0,0.054,2.01,5133,0,0.42,090821,,090630,-4.537,0.204,-8.988,15:30:00,,22.44,0.416,0.001,0.42,400,2.15,2.15,Aug 400 Puts,,13,2.05
RUWUX,4.25,-0.25,4.25,4.25,5,0.419,P,-9.638,0.174,O,4.82,4.25,0,0.074,4.5,10473,-0.002,0.415,090918,,090630,-11.716,0.204,-10.421,15:30:00,,40.475,0.412,0.007,0.415,400,4.82,4.83,Sep 400 Puts,,4,4.7
RUWXX,12.9,-1.1,12.9,12.9,14.2,0.407,P,-16.565,0.179,O,13.95,12.9,0,0.124,14,8339,0,0.404,091218,,090630,-45.454,0.204,-10.008,15:30:00,,85.665,0.402,0.049,0.404,400,13.95,13.95,Dec 400 Puts,,32,13.8
RUWOX,23.3,,,,21.5,0.392,P,-19.706,0.167,O,21.35,,0,0.16,,2151,-0.006,0.391,100319,,090630,-85.935,0.204,-8.539,15:30:00,,117.547,0.388,0.094,0.392,400,21.35,21.48,Mar10 400 Puts,,,21
RUWGE,85.1,,,,98.2,,C,98.439,0.076,O,96.86,,0,0.188,,104,-0.008,,090717,,090630,18.701,0.204,-5.571,15:30:00,,4.309,,1,0.469,410,-1,97.63,Jul 410 Calls,,,96.7
RUWHE,84.9,,,,99.4,,C,92.223,0.183,O,98.09,,0,0.193,,210,-0.012,,090821,,090630,52.338,0.204,-11.157,15:30:00,,27.858,,0.997,0.417,410,0.23,99.29,Aug 410 Calls,,,98.1
RUWIE,105,,,,101.2,,C,88.805,0.202,O,100.9,,0,0.201,,335,-0.002,,090918,,090630,76.169,0.204,-11.348,15:30:00,,45.113,,0.986,0.399,410,3.04,101.1,Sep 410 Calls,,,100.2
RUWLE,113.2,,,,109.5,,C,81.612,0.197,O,108.96,,0,0.23,,340,0.001,,091218,,090630,141.118,0.204,-10.822,15:30:00,,91.526,,0.93,0.392,410,11.1,108.85,Dec 410 Calls,,,108
RUWCE,6,,,,115.7,0.386,C,79.615,0.189,O,109.67,,0,0.241,,10,-0.019,0.336,100319,,090630,205.375,0.204,-8.041,15:30:00,,119.967,0.372,0.88,0.353,410,11.81,111.75,Mar10 410 Calls,,,114
RUWSE,0.34,-0.04,0.34,0.23,0.4,0.492,P,-1.465,0.073,O,0.33,0.27,0,0.027,0.38,7137,0.222,0.477,090717,,090630,-0.358,0.204,-6.152,15:30:00,,4.081,0.458,0,0.464,410,0.33,0.27,Jul 410 Puts,,31,0.25
RUWTE,2.6,0.1,2.68,2.31,2.85,0.412,P,-7.39,0.18,O,2.72,2.47,0,0.055,2.5,4177,-0.007,0.408,090821,,090630,-5.711,0.204,-10.403,15:30:00,,26.797,0.403,0.003,0.408,410,2.72,2.74,Aug 410 Puts,,101,2.6
RUWUE,5.4,,,,6,0.408,P,-11.466,0.203,O,5.83,,0,0.075,,1080,0.003,0.405,090918,,090630,-13.951,0.204,-11.577,15:30:00,,45.886,0.402,0.014,0.404,410,5.83,5.81,Sep 410 Puts,,,5.7
RUWXE,19.5,,,,16,0.398,P,-18.546,0.196,O,15.98,,0,0.125,,1636,0.013,0.398,091218,,090630,-50.959,0.204,-10.632,15:30:00,,92.012,0.394,0.07,0.396,410,15.98,15.77,Dec 410 Puts,,,15.6
RUWOE,25.6,,,,24,0.387,P,-21.612,0.18,O,23.79,,0,0.162,,113,0,0.385,100319,,090630,-94.419,0.204,-8.889,15:30:00,,124.143,0.382,0.12,0.385,410,23.79,23.8,Mar10 410 Puts,,,23.4
RUWGG,91.67,,,,88.2,,C,97.764,0.109,O,87.7,,0,0.169,,101,-0.001,,090717,,090630,19.001,0.204,-7.283,15:30:00,,5.849,,1,0.447,420,-0.16,87.75,Jul 420 Calls,,,86.8
RUWHG,93.8,,,,90.2,,C,90.411,0.221,O,89.66,,0,0.177,,145,-0.004,,090821,,090630,52.354,0.204,-12.623,15:30:00,,32.57,,0.992,0.403,420,1.8,90.01,Aug 420 Calls,,,88.7
