Symbol,Last,Change,High,Low,Ask,Ask IV,Call/Put,Delta,Gamma,Item Type,Market Price,Open,Original Price,Pcnt To Double,Previous Close,Open Interest,Percent O/U,Mid IV,Exp.Date,Existing Posn.,Date,Rho,SV,Theta,Time,Trade,Vega,Bid IV,Prob.Finish.ITM,Projected Volty,Strike Price,Time Premium,Th.Price,Description,At Price,Volume,Bid
RUT,400.6,-2.99,403.5,399.65,,, ,1,0,I,400.6,402.17,0,,403.59,,,,,,090318,,0.349,,15:30:00,,,,,,,,,RUT Index,0,,
RUROE,0.05,,,,0.05,,P,-0.018,0.002,O,0.03,,0,0.021,,2301,,,090320,,090318,0,0.349,-0.201,15:30:00,,0.02,,0,1.516,270,0.03,0,Mar 270 Puts,,,
RURPE,0.52,0.06,0.55,0.46,0.6,0.695,P,-1.618,0.053,O,0.52,0.55,0,0.054,0.46,2572,0.106,0.679,090417,,090318,-0.57,0.349,-5.411,15:30:00,,4.645,0.664,0,0.67,270,0.52,0.47,Apr 270 Puts,,73,0.45
RURQE,2,-0.32,2,2,2.2,0.635,P,-4.605,0.097,O,2.1,2,0,0.084,2.32,695,0.005,0.629,090515,,090318,-3.246,0.349,-8.278,15:30:00,,15.378,0.622,0.003,0.628,270,2.1,2.09,May 270 Puts,,50,2
RURRE,4.1,0.32,4.1,4.1,4.4,0.591,P,-7.178,0.117,O,4.2,4.1,0,0.109,3.78,1440,-0.007,0.584,090619,,090318,-8.341,0.349,-8.565,15:30:00,,27.519,0.576,0.014,0.585,270,4.2,4.23,Jun 270 Puts,,50,4
RURUE,,,,,,,P,-11.632,0.13,O,0,,0,0.161,,,,,090918,,,-28.256,0.349,-7.958,,,54.923,,0.061,0.538,270,,10.2,Sep 270 Puts,,,
RUROG,0.03,,,,0.15,,P,-0.028,0.002,O,0.07,,0,0.02,,6090,,,090320,,090318,-0.001,0.349,-0.307,15:30:00,,0.031,,0,1.424,280,0.07,0,Mar 280 Puts,,,
RURPG,0.69,0.11,0.74,0.65,0.8,0.671,P,-2.247,0.072,O,0.72,0.66,0,0.055,0.58,3684,0.091,0.659,090417,,090318,-0.792,0.349,-6.906,15:30:00,,6.138,0.647,0,0.65,280,0.72,0.66,Apr 280 Puts,,62,0.65
RURQG,2.67,0.23,2.67,2.55,2.75,0.618,P,-5.793,0.119,O,2.65,2.55,0,0.085,2.44,795,-0.004,0.612,090515,,090318,-4.089,0.349,-9.648,15:30:00,,18.452,0.607,0.005,0.613,280,2.65,2.66,May 280 Puts,,89,2.55
RURRG,5.89,,,,5.3,0.576,P,-8.658,0.137,O,5.19,,0,0.11,,742,0.002,0.573,090619,,090318,-10.079,0.349,-9.733,15:30:00,,31.71,0.567,0.023,0.572,280,5.19,5.18,Jun 280 Puts,,,5
RURUG,17.14,,,,12,0.531,P,-13.333,0.145,O,12.05,,0,0.164,,121,0.016,0.531,090918,,090318,-32.475,0.349,-8.692,15:30:00,,60.413,0.524,0.081,0.528,280,12.05,11.86,Sep 280 Puts,,,11.6
RURCI,64.78,,,,112,,C,98.779,0.053,O,108.51,,0,0.272,,20,-0.021,,090320,,090318,1.56,0.349,-25.354,15:30:00,,0.941,,1,2.005,290,-2.09,110.8,Mar 290 Calls,,,109.4
RURDI,78.49,,,,111.7,,C,97.024,0.095,O,108.88,,0,0.27,,15,-0.015,,090417,,090318,22.769,0.349,-7.948,15:30:00,,7.762,,0.999,0.624,290,-1.72,110.59,Apr 290 Calls,,,109.1
RUREI,-1,,,,113.2,,C,93.018,0.143,O,112.3,,0,0.277,,1,0.002,,090515,,090318,41.115,0.349,-10.853,15:30:00,,21.331,,0.989,0.589,290,1.7,112.1,May 290 Calls,,,111.4
RURFI,-1,,,,115.1,,C,89.868,0.16,O,114.2,,0,0.287,,,0.002,,090619,,090318,62.005,0.349,-10.697,15:30:00,,35.609,,0.964,0.553,290,3.6,113.99,Jun 290 Calls,,,113.3
RURII,,,,,,,C,84.77,0.161,O,0,,0,0.314,,,,,090918,,,108.549,0.349,-9.575,,,66.091,,0.895,0.521,290,,119.46,Sep 290 Calls,,,
RUROI,0.03,,,,0.05,,P,-0.045,0.004,O,0.03,,0,0.02,,5242,,,090320,,090318,-0.001,0.349,-0.481,15:30:00,,0.048,,0,1.335,290,0.03,0,Mar 290 Puts,,,
RURPI,0.95,0.12,0.98,0.8,1.05,0.645,P,-3.093,0.097,O,0.97,0.92,0,0.056,0.83,4696,0.043,0.636,090417,,090318,-1.091,0.349,-8.544,15:30:00,,8.014,0.627,0.001,0.63,290,0.97,0.93,Apr 290 Puts,,50,0.9
RURQI,3.35,0.31,3.35,3.1,3.5,0.603,P,-7.231,0.145,O,3.35,3.1,0,0.086,3.04,569,-0.006,0.596,090515,,090318,-5.112,0.349,-11.166,15:30:00,,21.913,0.589,0.011,0.597,290,3.35,3.37,May 290 Puts,,62,3.2
RURRI,7,,,,6.5,0.566,P,-10.364,0.16,O,6.33,,0,0.112,,2089,0.006,0.561,090619,,090318,-12.091,0.349,-10.905,15:30:00,,36.198,0.555,0.036,0.56,290,6.33,6.29,Jun 290 Puts,,,6.1
RURUI,,,,,,,P,-15.192,0.161,O,0,,0,0.167,,,,,090918,,,-37.109,0.349,-9.236,,,65.982,,0.105,0.52,290,,13.72,Sep 290 Puts,,,
RURCT,98.5,,,,102,,C,98.536,0.068,O,100.74,,0,0.247,,206,-0.001,,090320,,090318,1.609,0.349,-28.357,15:30:00,,1.101,,1,1.85,300,0.14,100.84,Mar 300 Calls,,,99.7
RURDT,69.49,,,,102.4,,C,95.904,0.127,O,99.55,,0,0.247,,31,-0.014,,090417,,090318,23.194,0.349,-10.063,15:30:00,,10.085,,0.998,0.606,300,-1.05,100.95,Apr 300 Calls,,,99.7
RURET,-1,,,,104,,C,91.305,0.173,O,103.25,,0,0.256,,,0.003,,090515,,090318,41.483,0.349,-12.514,15:30:00,,25.19,,0.98,0.574,300,2.65,102.95,May 300 Calls,,,102.5
RURFT,84.1,,,,106.5,,C,87.911,0.185,O,104.67,,0,0.269,,154,-0.006,,090619,,090318,62.238,0.349,-11.889,15:30:00,,40.404,,0.946,0.542,300,4.07,105.3,Jun 300 Calls,,,104.9
RURIT,122.1,,,,112.4,,C,82.792,0.178,O,112.1,,0,0.298,,10,0.006,,090918,,090318,108.639,0.349,-10.159,15:30:00,,71.557,,0.868,0.511,300,11.5,111.47,Sep 300 Calls,,,110.8
RUROT,0.02,-0.03,0.02,0.02,0.05,,P,-0.076,0.007,O,0.02,0.02,0,0.019,0.05,12255,,,090320,,090318,-0.002,0.349,-0.776,15:30:00,,0.078,,0,1.25,300,0.02,0.01,Mar 300 Puts,,1,
RURPT,1.31,0.31,1.34,1.19,1.3,0.613,P,-4.219,0.128,O,1.25,1.34,0,0.056,1,6155,-0.023,0.608,090417,,090318,-1.49,0.349,-10.127,15:30:00,,10.329,0.603,0.002,0.611,300,1.25,1.28,Apr 300 Puts,,44,1.2
RURQT,4.2,-0.02,4.2,4,4.4,0.589,P,-8.954,0.175,O,4.25,4.05,0,0.088,4.22,1138,0.002,0.583,090515,,090318,-6.34,0.349,-12.903,15:30:00,,25.745,0.577,0.02,0.583,300,4.25,4.24,May 300 Puts,,521,4.1
RURRT,8,,,,7.8,0.553,P,-12.316,0.185,O,7.62,,0,0.115,,2324,0.001,0.549,090619,,090318,-14.401,0.349,-12.058,15:30:00,,40.933,0.544,0.054,0.549,300,7.62,7.61,Jun 300 Puts,,,7.4
RURUT,16.7,,,,15.9,0.512,P,-17.211,0.178,O,15.75,,0,0.17,,2813,-0.003,0.51,090918,,090318,-42.17,0.349,-9.835,15:30:00,,71.562,0.507,0.132,0.511,300,15.75,15.8,Sep 300 Puts,,,15.5
RURCB,84.76,,,,92,,C,98.214,0.087,O,90.56,,0,0.222,,181,-0.004,,090320,,090318,1.656,0.349,-32.187,15:30:00,,1.305,,1,1.7,310,-0.04,90.88,Mar 310 Calls,,,89.7
RURDB,93.22,10.92,93.45,93.22,93,,C,94.425,0.167,O,91.58,93.45,0,0.224,82.3,5,0.002,,090417,,090318,23.49,0.349,-12.547,15:30:00,,12.904,,0.994,0.588,310,0.98,91.43,Apr 310 Calls,,2,90
RUREB,-1,,,,95.1,,C,89.265,0.207,O,94.2,,0,0.237,,71,0.002,,090515,,090318,41.614,0.349,-14.266,15:30:00,,29.401,,0.965,0.561,310,3.6,93.99,May 310 Calls,,,93.3
RURFB,-1,,,,98,,C,85.688,0.212,O,97.2,,0,0.251,,218,0.004,,090619,,090318,62.146,0.349,-13.086,15:30:00,,45.387,,0.922,0.531,310,6.6,96.82,Jun 310 Calls,,,96.4
RURIB,-1,,,,104.7,,C,80.649,0.195,O,103.9,,0,0.282,,,0.002,,090918,,090318,108.294,0.349,-10.714,15:30:00,,76.99,,0.838,0.501,310,13.3,103.69,Sep 310 Calls,,,103.1
RUROB,0.02,0,0.07,0.02,0.05,,P,-0.13,0.012,O,0.05,0.05,0,0.018,0.02,9832,,,090320,,090318,-0.003,0.349,-1.294,15:30:00,,0.128,,0,1.167,310,0.05,0.01,Mar 310 Puts,,26,0.05
RURPB,1.78,0.38,1.78,1.55,1.7,0.588,P,-5.698,0.168,O,1.66,1.7,0,0.058,1.4,7499,-0.062,0.585,090417,,090318,-2.014,0.349,-12.248,15:30:00,,13.127,0.58,0.006,0.593,310,1.66,1.77,Apr 310 Puts,,589,1.6
RURQB,5.15,0.05,5.15,5.05,5.4,0.572,P,-10.997,0.208,O,5.29,5.1,0,0.09,5.1,1062,-0.002,0.568,090515,,090318,-7.802,0.349,-14.585,15:30:00,,29.914,0.565,0.035,0.569,310,5.29,5.3,May 310 Puts,,18,5.2
RURRB,10,,,,9.4,0.543,P,-14.527,0.211,O,9.24,,0,0.117,,1367,0.01,0.54,090619,,090318,-17.031,0.349,-13.301,15:30:00,,45.846,0.535,0.078,0.538,310,9.24,9.15,Jun 310 Puts,,,9
