Symbol,Last,Change,High,Low,Ask,Ask IV,Call/Put,Delta,Gamma,Item Type,Market Price,Open,Original Price,Pcnt To Double,Previous Close,Open Interest,Percent O/U,Mid IV,ExpDate,Existing Posn.,Date,Rho,SV,Theta,Time,Trade,Vega,Bid IV,Prob.Finish.ITM,Projected Volty,Strike Price,Time Premium,Th.Price,Description,At Price,Volume,Bid
RUT,849.8,-5.3,853.5,848,,, ,1,0,I,849.8,853.5,0,,855.1,,,,,,070605,,0.107,,15:30:00,,,,,,,,,RUT Index,0,,
RUTRD,,,,,,,P,-1.335,0.053,O,0,,0,0.02,,,,,070615,,,-0.319,0.107,-9.97,,,4.84,,0,0.462,720,,0.31,Jun 720 Puts,,,
RUTSD,,,,,,,P,-6.065,0.125,O,0,,0,0.038,,,,,070720,,,-6.655,0.107,-12.112,,,35.888,,0,0.324,720,,2.64,Jul 720 Puts,,,
RUTTD,,,,,,,P,-8.148,0.138,O,0,,0,0.046,,,,,070817,,,-14.632,0.107,-10.362,,,57.269,,0,0.289,720,,4.28,Aug 720 Puts,,,
RUTUD,,,,,,,P,-10.938,0.146,O,0,,0,0.058,,,,,070921,,,-29.453,0.107,-9.86,,,86.362,,0.001,0.279,720,,7.23,Sep 720 Puts,,,
RUTXD,,,,,,,P,-14.606,0.142,O,0,,0,0.08,,,,,071221,,,-74.123,0.107,-7.534,,,142.761,,0.01,0.259,720,,13.24,Dec 720 Puts,,,
RUTFF,,,,,,,C,98.899,0.05,O,0,,0,0.139,,,,,070615,,,19.699,0.107,-16.65,,,4.1,,1,0.409,730,,120.6,Jun 730 Calls,,,
RUTGF,,,,,,,C,93.25,0.142,O,0,,0,0.145,,,,,070720,,,82.023,0.107,-21.723,,,39.002,,1,0.308,730,,125.24,Jul 730 Calls,,,
RUTHF,,,,,,,C,90.408,0.158,O,0,,0,0.151,,,,,070817,,,127.291,0.107,-20.702,,,64.648,,1,0.285,730,,129.16,Aug 730 Calls,,,
RUTIF,,,,,,,C,87.741,0.162,O,0,,0,0.16,,,,,070921,,,179.85,0.107,-19.569,,,93.625,,0.997,0.273,730,,134.17,Sep 730 Calls,,,
RUTLF,,,,,,,C,83.936,0.153,O,0,,0,0.18,,,,,071221,,,305.978,0.107,-16.974,,,152.018,,0.984,0.256,730,,146.08,Dec 730 Calls,,,
RUTRF,,,,,,,P,-1.568,0.064,O,0,,0,0.02,,,,,070615,,,-0.374,0.107,-10.871,,,5.559,,0,0.436,730,,0.35,Jun 730 Puts,,,
RUTSF,,,,,,,P,-6.837,0.143,O,0,,0,0.037,,,,,070720,,,-7.494,0.107,-12.676,,,39.388,,0,0.31,730,,2.9,Jul 730 Puts,,,
RUTTF,,,,,,,P,-9.215,0.156,O,0,,0,0.046,,,,,070817,,,-16.539,0.107,-10.933,,,62.775,,0,0.28,730,,4.79,Aug 730 Puts,,,
RUTUF,,,,,,,P,-12.128,0.162,O,0,,0,0.058,,,,,070921,,,-32.638,0.107,-10.225,,,92.926,,0.003,0.271,730,,7.96,Sep 730 Puts,,,
RUTXF,,,,,,,P,-15.909,0.154,O,0,,0,0.08,,,,,071221,,,-80.73,0.107,-7.716,,,151.064,,0.016,0.254,730,,14.41,Dec 730 Puts,,,
RUTFH,,,,,,,C,98.649,0.064,O,0,,0,0.128,,,,,070615,,,19.913,0.107,-17.773,,,4.895,,1,0.386,740,,110.65,Jun 740 Calls,,,
RUTGH,,,,,,,C,92.299,0.164,O,0,,0,0.134,,,,,070720,,,82.215,0.107,-22.538,,,43.141,,1,0.295,740,,115.63,Jul 740 Calls,,,
RUTHH,,,,,,,C,89.195,0.178,O,0,,0,0.141,,,,,070817,,,127.103,0.107,-21.361,,,70.489,,0.999,0.275,740,,119.83,Aug 740 Calls,,,
RUTIH,,,,,,,C,86.379,0.179,O,0,,0,0.151,,,,,070921,,,179.114,0.107,-20.072,,,100.697,,0.995,0.265,740,,125.16,Sep 740 Calls,,,
RUTLH,,,,,,,C,82.515,0.165,O,0,,0,0.171,,,,,071221,,,304.059,0.107,-17.265,,,160.526,,0.976,0.25,740,,137.64,Dec 740 Calls,,,
RUTRH,,,,,,,P,-1.866,0.079,O,0,,0,0.019,,,,,070615,,,-0.445,0.107,-11.944,,,6.449,,0,0.411,740,,0.4,Jun 740 Puts,,,
