Symbol,Last,Change,High,Low,Ask,Ask IV,Call/Put,Delta,Gamma,Item Type,Market Price,Open,Original Price,Pcnt To Double,Previous Close,Open Interest,Percent O/U,Mid IV,ExpDate,Existing Posn.,Date,Rho,SV,Theta,Time,Trade,Vega,Bid IV,Prob.Finish.ITM,Projected Volty,Strike Price,Time Premium,Th.Price,Description,At Price,Volume,Bid
RUT,709.1,-5.3,715.8,706.3,,, ,1,0,I,709.1,714.9,0,,714.4,,,,,,080801,,0.201,,15:30:00,,,,,,,,,RUT Index,0,,
RUWTN,0.08,-0.02,0.1,0.08,0.15,,P,-0.213,0.012,O,0.08,0.1,0,0.017,0.1,14976,,,080815,,080801,-0.059,0.201,-1.154,15:30:00,,0.941,,0,0.396,570,0.08,0.04,Aug 570 Puts,,20,
RUWUN,1.25,0.18,1.35,1,1.3,0.342,P,-3.405,0.086,O,1.2,1,0,0.038,1.07,8112,-0.024,0.337,080919,,080801,-3.393,0.201,-6.456,15:30:00,,19.667,0.331,0.002,0.338,570,1.2,1.23,Sep 570 Puts,,310,1.1
RUWVN,3.78,1.19,3.78,3.78,3.6,0.339,P,-6.817,0.12,O,3.42,3.78,0,0.054,2.59,337,-0.02,0.335,081017,,080801,-10.877,0.201,-8.954,15:30:00,,42.811,0.33,0.009,0.337,570,3.42,3.49,Oct 570 Puts,,3,3.2
RUWXN,9.8,,,,9.8,0.335,P,-12.323,0.139,O,9.51,,0,0.084,,379,-0.029,0.332,081219,,080801,-36.977,0.201,-9.977,15:30:00,,89.062,0.329,0.039,0.335,570,9.51,9.79,Dec 570 Puts,,,9.2
RUWON,15.5,,,,17.7,0.326,P,-16.391,0.135,O,17.31,,0,0.115,,122,-0.035,0.323,090320,,080801,-83.937,0.201,-8.828,15:30:00,,138.104,0.321,0.084,0.327,570,17.31,17.93,Mar09 570 Puts,,,17.1
RUWHP,135.7,,,,129.4,,C,99.499,0.026,O,129.03,,0,0.18,,80,0,,080815,,080801,22.078,0.201,-5.035,15:30:00,,2.026,,1,0.405,580,-0.07,129.09,Aug 580 Calls,,,128
RUWIP,136.4,,,,130.6,,C,94.952,0.115,O,130.07,,0,0.18,,312,-0.006,,080919,,080801,72.584,0.201,-11.864,15:30:00,,27.027,,0.997,0.348,580,0.97,130.79,Sep 580 Calls,,,128.9
RUWJP,137.1,,,,132.9,,C,91.775,0.14,O,132.15,,0,0.186,,33,-0.006,,081017,,080801,108.686,0.201,-12.983,15:30:00,,49.383,,0.985,0.333,580,3.05,133.01,Oct 580 Calls,,,130.9
RUWLP,106,,,,139,,C,87.151,0.153,O,136.19,,0,0.199,,20,-0.015,,081219,,080801,182.424,0.201,-12.615,15:30:00,,91.701,,0.947,0.314,580,7.09,138.27,Dec 580 Calls,,,136.4
RUWCP,92.7,,,,147.5,0.314,C,84.398,0.151,O,143.8,,0,0.212,,30,0.002,0.287,090320,,080801,283.909,0.201,-10.78,15:30:00,,133.764,0.297,0.898,0.285,580,14.7,143.52,Mar09 580 Calls,,,145.2
RUWTP,0.09,0.04,0.09,0.09,0.15,,P,-0.34,0.019,O,0.1,0.09,0,0.017,0.05,14622,,,080815,,080801,-0.094,0.201,-1.732,15:30:00,,1.432,,0,0.384,580,0.1,0.06,Aug 580 Puts,,10,0.05
