Symbol,Last,Change,High,Low,Ask,Ask IV,Call/Put,Delta,Gamma,Item Type,Market Price,Open,Original Price,Pcnt To Double,Previous Close,Open Interest,Percent O/U,Mid IV,Exp.Date,Existing Posn.,Date,Rho,SV,Theta,Time,Trade,Vega,Bid IV,Prob.Finish.ITM,Projected Volty,Strike Price,Time Premium,Th.Price,Description,At Price,Volume,Bid
RUT,668.7,-4.5,670.2,650,,, ,1,0,I,668.7,658.9,0,,673.2,,,,,,080122,,0.211,,15:30:00,,,,,,,,,RUT Index,0,,
RUWNB,0.3,0,0.3,0.3,0.95,0.562,P,-3.318,0.072,O,1.13,0.3,0,0.048,0.3,620,-0.21,0.579,080215,,080122,-1.55,0.211,-12.852,15:30:00,,12.7,0.602,0,0.604,510,1.13,1.43,Feb 510 Puts,,,1.4
RUWOB,-1,,,,2.7,0.44,P,-5.56,0.092,O,2.85,,0,0.062,,124,-0.078,0.446,080321,,080122,-6.489,0.211,-10.573,15:30:00,,30.179,0.451,0.001,0.454,510,2.85,3.09,Mar 510 Puts,,,3
RUWRB,-1,,,,13.8,0.439,P,-11.503,0.112,O,11.6,,0,0.106,,513,0.063,0.414,080620,,080122,-35.894,0.211,-10.992,15:30:00,,82.975,0.387,0.02,0.406,510,11.6,10.91,Jun 510 Puts,,,9.4
RUWUB,,,,,,,P,-13.319,0.11,O,0,,0,0.125,,,,,080919,,,-68.137,0.211,-7.907,,,116.245,,0.05,0.361,510,,14.96,Sep 510 Puts,,,
RUWXB,,,,,,,P,-17.046,0.102,O,0,,0,0.177,,,,,081219,,,-127.333,0.211,-8.45,,,160.3,,0.077,0.395,510,,27.37,Dec 510 Puts,,,
RUWND,-1,,,,2.25,0.622,P,-3.962,0.085,O,2.03,,0,0.048,,650,0.194,0.608,080215,,080122,-1.85,0.211,-19.888,15:30:00,,14.682,0.594,0,0.587,520,2.03,1.7,Feb 520 Puts,,,1.8
RUWOD,-1,,,,,,P,-6.488,0.106,O,3.5,,0,0.062,,624,-0.033,0.44,080321,,080122,-7.575,0.211,-12.08,15:30:00,,34.051,0.44,0.001,0.444,520,3.5,3.62,Mar 520 Puts,,,3.5
RUWRD,-1,,,,12.3,0.401,P,-12.759,0.122,O,12.65,,0,0.107,,631,0.036,0.405,080620,,080122,-39.859,0.211,-11.434,15:30:00,,89.236,0.409,0.028,0.4,520,12.65,12.21,Jun 520 Puts,,,13
RUWUD,-1,,,,,,P,-14.642,0.119,O,-1,,0,0.127,,,,,080919,,080122,-75.064,0.211,-8.324,15:30:00,,123.955,,0.062,0.358,520,,16.69,Sep 520 Puts,,,
RUWXD,,,,,,,P,-18.169,0.107,O,0,,0,0.178,,,,,081219,,,-135.743,0.211,-8.62,,,166.895,,0.091,0.389,520,,29.19,Dec 520 Puts,,,
RUWBF,-1,,,,139.4,,C,95.485,0.099,O,138.7,,0,0.206,,165,-0.017,,080215,,080122,32.655,0.211,-22.537,15:30:00,,16.318,,1,0.562,530,0,141.13,Feb 530 Calls,,,138
RUWCF,-1,,,,142.8,,C,92.207,0.123,O,142.05,,0,0.214,,,-0.017,,080321,,080122,76.103,0.211,-18.144,15:30:00,,39.187,,0.997,0.44,530,3.35,144.49,Mar 530 Calls,,,141.3
