Symbol,Last,Change,High,Low,Ask,Ask IV,Call/Put,Delta,Gamma,Item Type,Market Price,Open,Original Price,Pcnt To Double,Previous Close,Open Interest,Percent O/U,Mid IV,ExpDate,Existing Posn.,Date,Rho,SV,Theta,Time,Trade,Vega,Bid IV,Prob.Finish.ITM,Projected Volty,Strike Price,Time Premium,Th.Price,Description,At Price,Volume,Bid
RUT,740.4,1.9,742.2,737,,, ,1,0,I,740.4,737.7,0,,738.5,,,,,,080529,,0.142,,15:30:00,,,,,,,,,RUT Index,0,,
RUWRT,0.17,-0.03,0.17,0.17,0.25,0.378,P,-0.766,0.032,O,0.21,0.17,0,0.022,0.2,10607,0.235,,080620,,080529,-0.351,0.142,-2.944,15:30:00,,3.861,,0,0.36,600,0.21,0.17,Jun 600 Puts,,28,
RUWST,-1,,,,1.3,0.325,P,-3.29,0.084,O,1.18,,0,0.036,,3443,0.009,0.32,080718,,080529,-3.483,0.142,-6.258,15:30:00,,20.17,0.313,0,0.319,600,1.18,1.17,Jul 600 Puts,,,1.05
RUWTT,-1,,,,3.9,0.331,P,-7.37,0.124,O,3.7,,0,0.054,,837,-0.066,0.326,080815,,080529,-12.436,0.142,-9.342,15:30:00,,47.742,0.322,0.001,0.332,600,3.7,3.96,Aug 600 Puts,,,3.5
RUWUT,-1,,,,7.3,0.326,P,-10.634,0.137,O,7.05,,0,0.07,,457,-0.047,0.323,080919,,080529,-26.475,0.142,-10.12,15:30:00,,75.311,0.32,0.004,0.328,600,7.05,7.4,Sep 600 Puts,,,6.8
RUWXT,-1,,,,16.7,0.323,P,-15.85,0.137,O,16.15,,0,0.105,,3952,-0.015,0.319,081219,,080529,-73.923,0.142,-9.607,15:30:00,,132.64,0.315,0.023,0.321,600,16.15,16.4,Dec 600 Puts,,,15.6
RUYFB,-1,,,,129.7,,C,98.952,0.044,O,130.5,,0,0.173,,524,0,,080620,,080529,36.223,0.142,-6.589,15:30:00,,5.079,,1,0.348,610,0.1,130.46,Jun 610 Calls,,,131.3
RUYGB,-1,,,,131.3,,C,94.681,0.118,O,131.6,,0,0.175,,39,-0.005,,080718,,080529,77.632,0.142,-12.61,15:30:00,,29.709,,1,0.337,610,1.2,132.21,Jul 610 Calls,,,131.9
RUYHB,-1,,,,136.6,,C,90.346,0.146,O,134.2,,0,0.183,,,-0.01,,080815,,080529,113.36,0.142,-15.388,15:30:00,,58.423,,0.998,0.343,610,3.8,135.58,Aug 610 Calls,,,131.8
RUYIB,-1,,,,139,,C,87.454,0.153,O,138.65,,0,0.191,,168,-0.002,,080919,,080529,156.257,0.142,-14.882,15:30:00,,84.669,,0.993,0.33,610,8.25,138.93,Sep 610 Calls,,,138.3
RUYLB,-1,,,,150,0.332,C,82.237,0.146,O,149,,0,0.214,,,0,0.325,081219,,080529,253.542,0.142,-13.814,15:30:00,,142.705,0.318,0.967,0.325,610,18.6,149,Dec 610 Calls,,,148
RUYRB,-1,,,,,,P,-1.03,0.043,O,0.15,,0,0.022,,9525,,,080620,,080529,-0.472,0.142,-3.702,15:30:00,,5.003,,0,0.347,610,0.15,0.23,Jun 610 Puts,,,0.15
RUYSB,1.59,-0.24,1.59,1.59,1.75,0.322,P,-4.138,0.104,O,1.62,1.59,0,0.036,1.83,6331,0.087,0.317,080718,,080529,-4.383,0.142,-7.795,15:30:00,,24.314,0.312,0,0.312,610,1.62,1.49,Jul 610 Puts,,2,1.5
RUYTB,-1,,,,4.7,0.326,P,-8.572,0.142,O,4.5,,0,0.055,,1795,-0.028,0.322,080815,,080529,-14.472,0.142,-10.525,15:30:00,,53.514,0.318,0.002,0.324,610,4.5,4.63,Aug 610 Puts,,,4.3
RUYUB,-1,,,,8.6,0.323,P,-12.011,0.152,O,8.45,,0,0.071,,391,0.004,0.322,080919,,080529,-29.921,0.142,-11.205,15:30:00,,82.13,0.32,0.007,0.321,610,8.45,8.42,Sep 610 Puts,,,8.3
RUYXB,-1,,,,18.5,0.32,P,-17.312,0.148,O,18.15,,0,0.106,,345,0.005,0.317,081219,,080529,-80.826,0.142,-10.131,15:30:00,,140.407,0.315,0.033,0.317,610,18.15,18.06,Dec 610 Puts,,,17.8
RUYFD,-1,,,,120.6,,C,98.588,0.059,O,121.25,,0,0.16,,274,0.006,,080620,,080529,36.658,0.142,-7.596,15:30:00,,6.573,,1,0.336,620,0.85,120.55,Jun 620 Calls,,,121.9
RUYGD,-1,,,,122.3,,C,93.609,0.14,O,120.7,,0,0.162,,57,-0.016,,080718,,080529,77.854,0.142,-13.858,15:30:00,,34.309,,1,0.328,620,0.3,122.68,Jul 620 Calls,,,119.1
RUYHD,-1,,,,124.4,,C,89.005,0.165,O,125.35,,0,0.172,,76,-0.008,,080815,,080529,113.21,0.142,-16.293,15:30:00,,64.197,,0.997,0.334,620,4.95,126.41,Aug 620 Calls,,,126.3
