Symbol,Last,Change,High,Low,Ask,Ask IV,Call/Put,Delta,Gamma,Item Type,Market Price,Open,Original Price,Pcnt To Double,Previous Close,Open Interest,Percent O/U,Mid IV,Exp.Date,Existing Posn.,Date,Rho,SV,Theta,Time,Trade,Vega,Bid IV,Prob.Finish.ITM,Projected Volty,Strike Price,Time Premium,Th.Price,Description,At Price,Volume,Bid
RUT,694.4,-16.2,706.1,693.4,,, ,1,0,I,694.4,704.4,0,,710.6,,,,,,080917,,0.225,,15:30:00,,,,,,,,,RUT Index,0,,
RUWUB,0.05,,,,0.2,1.73,P,-0.075,0.004,O,0.13,,0,0.02,,3039,,,080919,,080917,-0.003,0.225,-1.417,15:30:00,,0.133,,0,1.334,510,0.13,0.01,Sep 510 Puts,,,
RUWVB,0.3,-0.2,0.3,0.3,0.75,0.535,P,-1.516,0.037,O,0.56,0.3,0,0.041,0.5,878,-0.034,0.511,081017,,080917,-0.91,0.225,-6.118,15:30:00,,7.625,0.488,0,0.514,510,0.56,0.58,Oct 510 Puts,,22,0.4
RUWWB,1.8,0.42,1.8,1.8,1.8,0.423,P,-3.616,0.064,O,1.7,1.8,0,0.057,1.38,597,-0.115,0.418,081121,,080917,-4.79,0.225,-6.821,15:30:00,,23.25,0.413,0.001,0.428,510,1.7,1.92,Nov 510 Puts,,33,1.6
RUWXB,3.4,,,,3.7,0.41,P,-5.544,0.079,O,3.45,,0,0.07,,495,-0.052,0.404,081219,,080917,-10.67,0.225,-8.058,15:30:00,,39.146,0.397,0.003,0.409,510,3.45,3.64,Dec 510 Puts,,,3.2
RUWOB,8,,,,10.6,0.387,P,-10.214,0.096,O,10.1,,0,0.107,,355,-0.01,0.381,090320,,080917,-40.468,0.225,-8.623,15:30:00,,87.167,0.378,0.027,0.382,510,10.1,10.2,Mar09 510 Puts,,,9.8
RUWUD,0.05,,,,0.2,1.632,P,-0.098,0.005,O,0.13,,0,0.02,,3607,,,080919,,080917,-0.004,0.225,-1.814,15:30:00,,0.17,,0,1.281,520,0.13,0.02,Sep 520 Puts,,,
RUWVD,0.4,-0.45,0.4,0.4,0.9,0.521,P,-1.901,0.046,O,0.71,0.4,0,0.041,0.85,1657,-0.027,0.501,081017,,080917,-1.142,0.225,-7.337,15:30:00,,9.253,0.482,0,0.503,520,0.71,0.73,Oct 520 Puts,,21,0.55
RUWWD,2.26,0.41,2.26,2.15,2.55,0.429,P,-4.356,0.075,O,2.3,2.15,0,0.058,1.85,730,-0.017,0.42,081121,,080917,-5.776,0.225,-8.454,15:30:00,,27.043,0.41,0.001,0.422,520,2.3,2.34,Nov 520 Puts,,36,2.05
RUWXD,4.1,-0.3,4.1,4.1,4.5,0.408,P,-6.461,0.09,O,4.2,4.1,0,0.071,4.4,1105,-0.023,0.401,081219,,080917,-12.45,0.225,-9.156,15:30:00,,44.12,0.394,0.006,0.404,520,4.2,4.3,Dec 520 Puts,,35,3.9
