Symbol,Last,Change,High,Low,Ask,Ask IV,Call/Put,Delta,Gamma,Item Type,Market Price,Open,Original Price,Pcnt To Double,Previous Close,Open Interest,Percent O/U,Mid IV,ExpDate,Existing Posn.,Date,Rho,SV,Theta,Time,Trade,Vega,Bid IV,Prob.Finish.ITM,Projected Volty,Strike Price,Time Premium,Th.Price,Description,At Price,Volume,Bid
RUT,720.7,-4.7,725,720.1,,, ,1,0,I,720.7,725,0,,725.4,,,,,,080429,,0.146,,15:30:00,,,,,,,,,RUT Index,0,,
RUWQN,0.15,,,,0.1,,P,-0.173,0.009,O,0.08,,0,0.018,,6418,,,080516,,080429,-0.059,0.146,-0.854,15:30:00,,0.873,,0,0.377,570,0.08,0.03,May 570 Puts,,24,0.05
RUWRN,-1,,,,1.05,0.337,P,-2.764,0.07,O,0.9,,0,0.038,,4333,-0.1,0.328,080620,,080429,-2.969,0.146,-4.955,15:30:00,,17.334,0.319,0,0.335,570,0.9,1,Jun 570 Puts,,,0.75
RUWSN,-1,,,,2.5,0.322,P,-5.098,0.097,O,2.38,,0,0.049,,998,-0.025,0.319,080718,,080429,-8.54,0.146,-6.769,15:30:00,,35.338,0.315,0,0.32,570,2.38,2.44,Jul 570 Puts,,,2.25
RUWUN,-1,,,,7.4,0.317,P,-9.995,0.124,O,7.25,,0,0.076,,699,-0.005,0.315,080919,,080429,-30.821,0.146,-8.339,15:30:00,,78.782,0.313,0.005,0.316,570,7.25,7.29,Sep 570 Puts,,,7.1
RUWXN,-1,,,,,,P,-14.034,0.127,O,13.8,,0,0.103,,90,-0.015,0.305,081219,,080429,-72.942,0.146,-7.756,15:30:00,,127.455,0.305,0.023,0.306,570,13.8,14.01,Dec 570 Puts,,,13.8
RUWQP,0.05,0,0.05,0.05,,,P,-0.268,0.015,O,0.05,0.05,0,0.018,0.05,8983,,,080516,,080429,-0.092,0.146,-1.248,15:30:00,,1.296,,0,0.366,580,0.05,0.05,May 580 Puts,,5,0.05
RUWRP,-1,,,,1.35,0.331,P,-3.47,0.086,O,1.2,,0,0.038,,6196,-0.055,0.324,080620,,080429,-3.728,0.146,-6.122,15:30:00,,20.912,0.316,0,0.327,580,1.2,1.27,Jun 580 Puts,,,1.05
RUWSP,-1,,,,3.1,0.318,P,-6.138,0.115,O,3,,0,0.05,,504,0.01,0.315,080718,,080429,-10.29,0.146,-7.864,15:30:00,,40.894,0.313,0.001,0.315,580,3,2.97,Jul 580 Puts,,,2.9
RUWUP,-1,,,,8.6,0.314,P,-11.335,0.138,O,8.4,,0,0.077,,654,0.005,0.311,080919,,080429,-34.991,0.146,-9.047,15:30:00,,86.251,0.309,0.009,0.311,580,8.4,8.36,Sep 580 Puts,,,8.2
RUWXP,-1,,,,16.4,0.309,P,-15.477,0.138,O,15.8,,0,0.105,,49,0.009,0.304,081219,,080429,-80.586,0.146,-8.297,15:30:00,,136.075,0.3,0.032,0.303,580,15.8,15.66,Dec 580 Puts,,,15.2
RUWER,-1,,,,131.2,,C,99.225,0.035,O,130.6,,0,0.179,,110,0,,080516,,080429,27.179,0.146,-5.311,15:30:00,,3.335,,1,0.389,590,-0.1,130.62,May 590 Calls,,,130
RUWFR,-1,,,,132.4,,C,94.432,0.12,O,131.8,,0,0.18,,86,-0.004,,080620,,080429,77.823,0.146,-11.865,15:30:00,,30.574,,1,0.346,590,1.1,132.37,Jun 590 Calls,,,131.2
RUWGR,-1,,,,134,,C,91.125,0.143,O,133.4,,0,0.186,,39,-0.01,,080718,,080429,113.836,0.146,-13.085,15:30:00,,54.142,,0.998,0.335,590,2.7,134.69,Jul 590 Calls,,,132.8
RUWIR,-1,,,,140,,C,86.682,0.153,O,139.15,,0,0.199,,73,-0.004,,080919,,080429,188.372,0.146,-12.435,15:30:00,,96.54,,0.985,0.314,590,8.45,139.66,Sep 590 Calls,,,138.3
RUWLR,-1,,,,148.8,0.314,C,82.333,0.146,O,147.4,,0,0.219,,,-0.006,0.304,081219,,080429,281.223,0.146,-11.45,15:30:00,,148.191,0.295,0.956,0.311,590,16.7,148.35,Dec 590 Calls,,,146
