Symbol,Last,Change,High,Low,Ask,Ask IV,Call/Put,Delta,Gamma,Item Type,Market Price,Open,Original Price,Pcnt To Double,Previous Close,Open Interest,Percent O/U,Mid IV,ExpDate,Existing Posn.,Date,Rho,SV,Theta,Time,Trade,Vega,Bid IV,Prob.Finish.ITM,Projected Volty,Strike Price,Time Premium,Th.Price,Description,At Price,Volume,Bid
RUT,826.7,-0.7,830,825.4,,, ,1,0,I,826.7,827.6,0,,827.4,,,,,,070222,,0.088,,15:30:00,,,,,,,,,RUT Index,0,,
RUTOT,-1,,,,0.15,,P,-0.404,0.022,O,0.13,,0,0.015,,6459,,,070316,,070222,-0.205,0.088,-1.31,15:30:00,,2.454,,0,0.262,700,0.13,0.07,Mar 700 Puts,,,0.1
RUTPT,-1,,,,0.75,0.228,P,-2.402,0.077,O,0.65,,0,0.026,,1217,-0.044,0.223,070420,,070222,-3.191,0.088,-3.176,15:30:00,,18.564,0.217,0,0.225,700,0.65,0.68,Apr 700 Puts,,,0.55
RUTRT,-1,,,,3.4,0.226,P,-7.137,0.131,O,3.3,,0,0.044,,2943,-0.046,0.224,070615,,070222,-19.184,0.088,-5.214,15:30:00,,62.615,0.223,0,0.227,700,3.3,3.46,Jun 700 Puts,,,3.2
RUTUT,-1,,,,8.8,0.223,P,-11.982,0.143,O,8.8,,0,0.067,,31,-0.007,,070921,,070222,-61.624,0.088,-5.147,15:30:00,,124.708,,0.003,0.224,700,8.8,8.86,Sep 700 Puts,,,
RUTCB,-1,,,,118.3,,C,99.645,0.022,O,117.95,,0,0.142,,38,-0.001,,070316,,070222,42.454,0.088,-10.852,15:30:00,,2.193,,1,0.236,710,1.25,118.09,Mar 710 Calls,,,117.6
RUTDB,-1,,,,121.1,,C,96.752,0.101,O,120.6,,0,0.143,,3,-0.004,,070420,,070222,105.605,0.088,-13.908,15:30:00,,23.843,,1,0.221,710,3.9,121.09,Apr 710 Calls,,,120.1
RUTFB,-1,,,,126.6,0.208,C,92.538,0.146,O,126.25,,0,0.151,,55,-0.005,0.202,070615,,070222,196.255,0.088,-14.108,15:30:00,,64.798,0.196,1,0.211,710,9.55,126.84,Jun 710 Calls,,,125.9
RUTIB,-1,,,,140.2,0.229,C,86.447,0.158,O,139.3,,0,0.172,,11,0,0.222,070921,,070222,328.593,0.088,-14.884,15:30:00,,135.815,0.216,0.995,0.222,710,22.6,139.28,Sep 710 Calls,,,138.4
RUTOB,-1,,,,0.25,0.284,P,-0.566,0.032,O,0.18,,0,0.015,,3102,,0.272,070316,,070222,-0.287,0.088,-2.928,15:30:00,,3.312,,0,0.251,710,0.18,0.09,Mar 710 Puts,,,0.1
RUTPB,-1,,,,0.95,0.222,P,-3.094,0.098,O,0.83,,0,0.026,,307,-0.057,0.216,070420,,070222,-4.111,0.088,-3.766,15:30:00,,22.912,0.21,0,0.219,710,0.83,0.88,Apr 710 Puts,,,0.7
RUTRB,-1,,,,4.2,0.224,P,-8.405,0.152,O,4.15,,0,0.044,,3066,0.01,0.223,070615,,070222,-22.607,0.088,-5.966,15:30:00,,70.867,0.222,0,0.222,710,4.15,4.11,Jun 710 Puts,,,4.1
RUTUB,-1,,,,10.1,0.221,P,-13.41,0.157,O,9.95,,0,0.068,,,-0.006,0.22,070921,,070222,-69.029,0.088,-5.373,15:30:00,,134.841,0.219,0.005,0.22,710,9.95,10.01,Sep 710 Puts,,,9.8
RUTCD,-1,,,,108.4,,C,99.48,0.033,O,107.9,,0,0.129,,132,-0.002,,070316,,070222,42.972,0.088,-11.353,15:30:00,,3.077,,1,0.225,720,1.2,108.15,Mar 720 Calls,,,107.4
RUTDD,-1,,,,111.5,,C,95.933,0.126,O,110.95,,0,0.131,,94,-0.004,,070420,,070222,106.064,0.088,-14.688,15:30:00,,28.646,,1,0.214,720,4.25,111.41,Apr 720 Calls,,,110.4
RUTFD,-1,,,,118.5,0.218,C,91.124,0.17,O,117.95,,0,0.141,,44,0.002,0.211,070615,,070222,195.495,0.088,-15.684,15:30:00,,73.825,0.203,0.999,0.207,720,11.25,117.69,Jun 720 Calls,,,117.4
RUTID,-1,,,,131.6,0.223,C,84.935,0.172,O,130.9,,0,0.164,,22,0.001,0.219,070921,,070222,326.365,0.088,-15.273,15:30:00,,145.844,0.214,0.991,0.218,720,24.2,130.78,Sep 720 Calls,,,130.2
RUTOD,-1,,,,,,P,-0.802,0.045,O,0.05,,0,0.015,,4270,,,070316,,070222,-0.406,0.088,-2.222,15:30:00,,4.504,,0,0.24,720,0.05,0.13,Mar 720 Puts,,,0.05
RUTPD,-1,,,,1.2,0.214,P,-3.984,0.124,O,1.13,,0,0.026,,1177,-0.017,0.212,070420,,070222,-5.295,0.088,-4.668,15:30:00,,28.174,0.209,0,0.212,720,1.13,1.15,Apr 720 Puts,,,1.05
RUTRD,-1,,,,5.1,0.22,P,-9.876,0.175,O,4.95,,0,0.045,,928,0.012,0.219,070615,,070222,-26.582,0.088,-6.555,15:30:00,,79.833,0.217,0.001,0.218,720,4.95,4.89,Jun 720 Puts,,,4.8
RUTUD,-1,,,,11.5,0.218,P,-14.971,0.172,O,11.3,,0,0.069,,114,0.001,0.217,070921,,070222,-77.131,0.088,-5.632,15:30:00,,145.238,0.215,0.009,0.217,720,11.3,11.29,Sep 720 Puts,,,11.1
RUTCF,-1,,,,98.4,,C,99.23,0.049,O,98.05,,0,0.117,,238,-0.002,,070316,,070222,43.445,0.088,-11.994,15:30:00,,4.356,,1,0.215,730,1.35,98.21,Mar 730 Calls,,,97.7
RUTDF,-1,,,,102,,C,94.891,0.156,O,101.5,,0,0.12,,101,-0.003,,070420,,070222,106.228,0.088,-15.552,15:30:00,,34.387,,1,0.206,730,4.8,101.79,Apr 730 Calls,,,101
RUTFF,-1,,,,109.4,0.212,C,89.472,0.196,O,108.65,,0,0.131,,33,0,0.203,070615,,070222,194.091,0.088,-16.104,15:30:00,,83.642,0.194,0.997,0.203,730,11.95,108.67,Jun 730 Calls,,,107.9
RUTIF,-1,,,,122.7,0.216,C,83.276,0.188,O,122,,0,0.155,,11,-0.003,0.211,070921,,070222,323.366,0.088,-15.402,15:30:00,,156.141,0.207,0.984,0.214,730,25.3,122.42,Sep 730 Calls,,,121.3
RUTOF,0.16,-0.09,0.16,0.16,0.3,0.245,P,-1.149,0.065,O,0.2,0.16,0,0.015,0.25,3990,0.053,0.231,070316,,070222,-0.582,0.088,-3.076,15:30:00,,6.166,,0,0.229,730,0.2,0.19,Mar 730 Puts,,13,0.1
RUTPF,-1,,,,1.6,0.209,P,-5.126,0.157,O,1.53,,0,0.026,,324,0.027,0.207,070420,,070222,-6.815,0.088,-5.666,15:30:00,,34.477,0.205,0,0.206,730,1.53,1.49,Apr 730 Puts,,,1.45
RUTRF,-1,,,,6.1,0.217,P,-11.566,0.2,O,5.9,,0,0.046,,43,0.019,0.214,070615,,070222,-31.154,0.088,-7.103,15:30:00,,89.431,0.212,0.003,0.213,730,5.9,5.79,Jun 730 Puts,,,5.7
RUTUF,-1,,,,13,0.215,P,-16.671,0.188,O,12.8,,0,0.07,,194,0.007,0.214,070921,,070222,-85.975,0.088,-5.865,15:30:00,,155.827,0.213,0.016,0.213,730,12.8,12.71,Sep 730 Puts,,,12.6
