Symbol,Last,Change,High,Low,Ask,Ask IV,Call/Put,Delta,Gamma,Item Type,Market Price,Open,Original Price,Pcnt To Double,Previous Close,Open Interest,Percent O/U,Mid IV,ExpDate,Existing Posn.,Date,Rho,SV,Theta,Time,Trade,Vega,Bid IV,Prob.Finish.ITM,Projected Volty,Strike Price,Time Premium,Th.Price,Description,At Price,Volume,Bid
RUT,473.49,-0.39,474.86,470.56,,, ,1,0,I,473.49,474.09,0,,473.88,,,,,,090417,,0.289,,15:30:00,,,,,,,,,RUT Index,0,,
RURPB,,,,,,,P,0,0,O,0,0.05,0,,,,,,090417,,,0,0.289,0,,,0,,,0.462,310,,0,Apr 310 Puts,,,
RURQB,,,,,,,P,-0.73,0.024,O,0,0.35,0,0.046,,,,,090515,,,-0.281,0.289,-2.938,,,2.659,,0,0.648,310,,0.21,May 310 Puts,,,
RURRB,,,,,,,P,-2.905,0.059,O,0,,0,0.073,,,,,090619,,,-2.596,0.289,-5.803,,,13.013,,0,0.569,310,,1.36,Jun 310 Puts,,,
RURUB,,,,,,,P,-8.734,0.096,O,0,,0,0.137,,,,,090918,,,-20.491,0.289,-8.442,,,48.402,,0.014,0.541,310,,7.71,Sep 310 Puts,,,
RURXB,,,,,,,P,-12.051,0.1,O,0,,0,0.186,,,,,091218,,,-47.325,0.289,-8.096,,,76.65,,0.041,0.524,310,,14.48,Dec 310 Puts,,,
RURPD,,,,,,,P,0,0,O,0,,0,,,,,,090417,,,0,0.289,0,,,0,,,0.462,320,,0,Apr 320 Puts,,,
RURQD,,,,,,,P,-1.024,0.033,O,0,0.79,0,0.046,,,,,090515,,,-0.394,0.289,-3.874,,,3.575,,0,0.632,320,,0.3,May 320 Puts,,,
RURRD,,,,,,,P,-3.703,0.074,O,0,2.75,0,0.074,,,,,090619,,,-3.313,0.289,-6.979,,,15.887,,0.001,0.559,320,,1.77,Jun 320 Puts,,,
RURUD,,,,,,,P,-10.018,0.108,O,0,,0,0.139,,,,,090918,,,-23.556,0.289,-9.205,,,53.554,,0.021,0.533,320,,8.96,Sep 320 Puts,,,
RURXD,,,,,,,P,-13.389,0.109,O,0,,0,0.188,,,,,091218,,,-52.694,0.289,-8.584,,,82.471,,0.055,0.517,320,,16.26,Dec 320 Puts,,,
RURDF,,,,,,,C,100,0,O,0,,0,,,,,,090417,,,0,0.289,0,,,0,,,0.462,330,,143.49,Apr 330 Calls,,,
RUREF,,,,,,,C,98.513,0.046,O,0,,0,0.297,,,,,090515,,,24.723,0.289,-5.33,,,4.938,,1,0.622,330,,143.1,May 330 Calls,,,
