Symbol,Last,Change,High,Low,Ask,Ask IV,Call/Put,Delta,Gamma,Item Type,Market Price,Open,Original Price,Pcnt To Double,Previous Close,Open Interest,Percent O/U,Mid IV,ExpDate,Existing Posn.,Date,Rho,SV,Theta,Time,Trade,Vega,Bid IV,Prob.Finish.ITM,Projected Volty,Strike Price,Time Premium,Th.Price,Description,At Price,Volume,Bid
RUT,525.95,0.73,529.67,522.43,,, ,1,0,I,525.95,523.34,0,,525.22,,,,,,090722,,0.188,,15:30:00,,,,,,,,,RUT Index,0,,
RUWTE,0.47,0.01,0.75,0.44,0.55,0.44,P,-1.785,0.069,O,0.47,0.75,0,0.034,0.46,7651,0.093,0.429,090821,,090722,-0.804,0.188,-4.882,15:30:00,,6.645,0.418,0,0.423,410,0.47,0.43,Aug 410 Puts,,188,0.4
RUWUE,2.05,-0.35,2.1,2.05,2.3,0.415,P,-5.66,0.133,O,2.19,2.1,0,0.055,2.4,3535,-0.009,0.41,090918,,090722,-5.056,0.188,-8.327,15:30:00,,23.832,0.406,0.001,0.411,410,2.19,2.21,Sep 410 Puts,,245,2.1
RUWVE,4.8,-1,4.8,4.8,5,0.413,P,-9.218,0.159,O,4.85,4.8,0,0.075,5.8,45,-0.002,0.41,091016,,090722,-12.49,0.188,-9.941,15:30:00,,42.05,0.406,0.004,0.41,410,4.85,4.86,Oct 410 Puts,,10,4.7
RUWXE,-1,,,,10.9,0.401,P,-14.062,0.168,O,10.65,,0,0.108,,1604,-0.004,0.398,091218,,090722,-34.224,0.188,-9.833,15:30:00,,74.422,0.394,0.022,0.398,410,10.65,10.69,Dec 410 Puts,,,10.4
RUWOE,-1,,,,18.7,0.389,P,-17.977,0.161,O,18.45,,0,0.146,,173,-0.006,0.387,100319,,090722,-73.34,0.188,-8.702,15:30:00,,110.292,0.385,0.059,0.388,410,18.45,18.57,Mar10 410 Puts,,,18.2
RUWHG,-1,,,,105.9,,C,96.761,0.11,O,105.5,,0,0.196,,159,-0.004,,090821,,090722,33.029,0.188,-7.77,15:30:00,,10.947,,1,0.436,420,-0.45,105.89,Aug 420 Calls,,,105.1
RUWIG,-1,,,,107.4,,C,92.518,0.165,O,107,,0,0.201,,1205,-0.003,,090918,,090722,59.975,0.188,-10.44,15:30:00,,29.579,,0.998,0.409,420,1.05,107.27,Sep 420 Calls,,,106.6
RUWJG,-1,,,,109.7,,C,88.89,0.184,O,109.2,,0,0.21,,11,-0.002,,091016,,090722,83.757,0.188,-11.437,15:30:00,,48.161,,0.992,0.404,420,3.25,109.46,Oct 420 Calls,,,108.7
RUWLG,-1,,,,114.5,,C,84.061,0.187,O,113.95,,0,0.228,,3132,-0.002,,091218,,090722,132.221,0.188,-10.884,15:30:00,,80.895,,0.965,0.39,420,8,114.18,Dec 420 Calls,,,113.4
