Symbol,Last,Change,High,Low,Ask,Ask IV,Call/Put,Delta,Gamma,Item Type,Market Price,Open,Original Price,Pcnt To Double,Previous Close,Open Interest,Percent O/U,Mid IV,Exp.Date,Existing Posn.,Date,Rho,SV,Theta,Time,Trade,Vega,Bid IV,Prob.Finish.ITM,Projected Volty,Strike Price,Time Premium,Th.Price,Description,At Price,Volume,Bid
RUT,484.63,-8.47,490.93,481.13,,, ,1,0,I,484.63,490.76,0,,493.1,,,,,,081111,,0.45,,15:30:00,,,,,,,,,RUT Index,0,,
RURWI,0.11,,,,0.3,1.345,P,-0.325,0.01,O,0.17,,0,0.046,,403,,,081121,,081111,-0.046,0.45,-3.995,15:30:00,,0.791,,0,1.182,290,0.17,0.1,Nov 290 Puts,,,0.05
RURXI,2.1,1,2.1,2,2.25,0.951,P,-3.359,0.051,O,2.08,2,0,0.099,1.1,118,-0.046,0.936,081219,,081111,-1.916,0.45,-13.787,15:30:00,,11.669,0.92,0,0.945,290,2.08,2.18,Dec 290 Puts,,11,1.9
RURMI,3.49,,,,4.5,0.838,P,-5.342,0.063,O,4.21,,0,0.126,,178,-0.056,0.825,090116,,081111,-5.464,0.45,-13.472,15:30:00,,22.335,0.815,0.004,0.836,290,4.21,4.46,Jan09 290 Puts,,,4
RUROI,13.05,,,,9.5,0.73,P,-8.17,0.073,O,9.34,,0,0.171,,143,0.008,0.726,090320,,081111,-17.139,0.45,-12.117,15:30:00,,43.212,0.713,0.029,0.724,290,9.34,9.27,Mar09 290 Puts,,,8.8
RURRI,,,,,,,P,-10.26,0.076,O,0,,0,0.211,,,,,090619,,,-38.237,0.45,-9.504,,,66.434,,0.074,0.637,290,,14.47,Jun09 290 Puts,,,
RURWT,0.1,,,,0.35,1.291,P,-0.44,0.014,O,0.22,,0,0.046,,2898,,1.216,081121,,081111,-0.062,0.45,-7.918,15:30:00,,1.037,,0,1.147,300,0.22,0.13,Nov 300 Puts,,,0.1
RURXT,2.44,0.69,2.56,2.05,2.65,0.927,P,-3.972,0.06,O,2.45,2.05,0,0.099,1.75,1845,-0.05,0.912,081219,,081111,-2.266,0.45,-15.421,15:30:00,,13.383,0.897,0,0.922,300,2.45,2.58,Dec 300 Puts,,38,2.25
RURMT,5,1.1,5,4.9,5.2,0.821,P,-6.154,0.072,O,4.95,4.9,0,0.127,3.9,2835,-0.039,0.811,090116,,081111,-6.295,0.45,-14.965,15:30:00,,24.96,0.8,0.006,0.819,300,4.95,5.15,Jan09 300 Puts,,6,4.7
RUROT,7.57,,,,10.6,0.715,P,-9.153,0.081,O,10.17,,0,0.172,,645,-0.024,0.706,090320,,081111,-19.212,0.45,-12.668,15:30:00,,47.037,0.702,0.038,0.711,300,10.17,10.42,Mar09 300 Puts,,,10
RURRT,15.6,3.6,15.6,15.6,16.4,0.632,P,-11.314,0.082,O,15.89,15.6,0,0.213,12,336,-0.009,0.625,090619,,081111,-42.203,0.45,-9.967,15:30:00,,71.274,0.618,0.089,0.627,300,15.89,16.03,Jun09 300 Puts,,20,15.4
RURKB,175.6,,,,176.1,,C,94.925,0.072,O,174.89,,0,0.362,,36,-0.016,,081121,,081111,7.719,0.45,-73.425,15:30:00,,8.369,,1,1.813,310,0.26,177.82,Nov 310 Calls,,,173.6
RURLB,225,,,,177.4,,C,94.167,0.076,O,178.67,,0,0.364,,102,0.004,,081219,,081111,28.862,0.45,-23.314,15:30:00,,18.19,,0.999,0.977,310,4.04,177.91,Dec 310 Calls,,,175.3
RURAB,-1,,,,179.6,,C,90.329,0.088,O,178.4,,0,0.384,,,-0.028,,090116,,081111,45.644,0.45,-25.402,15:30:00,,35.162,,0.99,0.949,310,3.77,183.45,Jan09 310 Calls,,,177.2
RURCB,224.4,,,,183.2,,C,89.096,0.089,O,184.16,,0,0.391,,177,-0.003,,090320,,081111,86.086,0.45,-15.391,15:30:00,,53.443,,0.95,0.731,310,9.53,184.74,Mar09 310 Calls,,,181.1
RURFB,235.4,,,,188,,C,87.344,0.089,O,188.45,,0,0.404,,228,0.002,,090619,,081111,138.408,0.45,-11.394,15:30:00,,77.13,,0.895,0.627,310,13.82,188,Jun09 310 Calls,,,184.2
RURWB,0.2,0,0.24,0.2,0.4,1.233,P,-0.594,0.019,O,0.25,0.22,0,0.046,0.2,1795,0.389,1.159,081121,,081111,-0.084,0.45,-8.752,15:30:00,,1.355,,0,1.113,310,0.25,0.18,Nov 310 Puts,,128,0.1
RURXB,3.03,0.44,3.03,2.6,3.1,0.904,P,-4.683,0.07,O,2.95,2.6,0,0.099,2.59,1022,-0.03,0.894,081219,,081111,-2.672,0.45,-17.483,15:30:00,,15.284,0.884,0.001,0.9,310,2.95,3.04,Dec 310 Puts,,45,2.8
RURMB,4.38,,,,6.1,0.808,P,-7.064,0.082,O,5.68,,0,0.128,,370,-0.042,0.793,090116,,081111,-7.23,0.45,-16.283,15:30:00,,27.774,0.782,0.01,0.802,310,5.68,5.93,Jan09 310 Puts,,,5.4
RUROB,10.8,,,,12.1,0.706,P,-10.221,0.089,O,11.7,,0,0.173,,330,0.001,0.699,090320,,081111,-21.472,0.45,-13.748,15:30:00,,51.006,0.693,0.05,0.698,310,11.7,11.69,Mar09 310 Puts,,,11.4
RURRB,13.3,,,,18.3,0.625,P,-12.438,0.09,O,17.59,,0,0.214,,233,-0.006,0.616,090619,,081111,-46.448,0.45,-10.5,15:30:00,,76.205,0.612,0.105,0.617,310,17.59,17.7,Jun09 310 Puts,,,17.3
RURKD,214.1,,,,165.8,,C,94.421,0.081,O,167.05,,0,0.343,,63,-0.006,,081121,,081111,7.92,0.45,-75.759,15:30:00,,9.021,,1,1.73,320,2.42,168.04,Nov 320 Calls,,,163.6
RURLD,215.6,,,,167.9,,C,93.338,0.087,O,169.31,,0,0.345,,68,0.005,,081219,,081111,29.425,0.45,-25.16,15:30:00,,20.175,,0.998,0.95,320,4.68,168.49,Dec 320 Calls,,,166.1
RURAD,-1,,,,170.6,,C,89.375,0.097,O,169.45,,0,0.367,,,-0.028,,090116,,081111,46.457,0.45,-26.414,15:30:00,,37.656,,0.984,0.921,320,4.82,174.35,Jan09 320 Calls,,,168.3
RURCD,215.8,,,,174.7,,C,87.979,0.098,O,175.37,,0,0.375,,159,-0.004,,090320,,081111,87.237,0.45,-16.149,15:30:00,,57.28,,0.937,0.716,320,10.74,176.12,Mar09 320 Calls,,,172
RURFD,251.2,,,,179.9,,C,86.17,0.097,O,181.49,,0,0.389,,138,0.009,,090619,,081111,139.964,0.45,-11.891,15:30:00,,81.99,,0.878,0.616,320,16.86,179.81,Jun09 320 Calls,,,176.1
RURWD,0.2,,,,0.45,1.175,P,-0.8,0.025,O,0.27,,0,0.046,,10632,0.125,1.095,081121,,081111,-0.113,0.45,-9.256,15:30:00,,1.762,,0,1.08,320,0.27,0.24,Nov 320 Puts,,,0.1
RURXD,3.58,0.43,3.58,3.31,3.7,0.886,P,-5.504,0.081,O,3.55,3.31,0,0.099,3.15,953,-0.011,0.877,081219,,081111,-3.141,0.45,-19.783,15:30:00,,17.38,0.868,0.002,0.879,320,3.55,3.59,Dec 320 Puts,,27,3.4
