Symbol,Last,Change,High,Low,Ask,Ask IV,Call/Put,Delta,Gamma,Item Type,Market Price,Open,Original Price,Pcnt To Double,Previous Close,Open Interest,Percent O/U,Mid IV,ExpDate,Existing Posn.,Date,Rho,SV,Theta,Time,Trade,Vega,Bid IV,Prob.Finish.ITM,Projected Volty,Strike Price,Time Premium,Th.Price,Description,At Price,Volume,Bid
RUT,791.1,5.6,791.3,785,,, ,1,0,I,791.1,787.2,0,,785.5,,,,,,071210,,0.199,,15:30:00,,,,,,,,,RUT Index,0,,
RUYXB,0.03,-0.02,0.03,0.03,0.1,,P,-0.134,0.006,O,0.07,0.03,0,0.019,0.05,9459,,,071221,,071210,-0.033,0.199,-1.153,15:30:00,,0.608,,0,0.507,610,0.07,0.03,Dec 610 Puts,,21142,0.05
RUYMB,0.51,0.01,0.54,0.48,0.55,0.381,P,-1.258,0.034,O,0.48,0.54,0,0.032,0.5,4949,0.116,0.373,080118,,071210,-1.106,0.199,-4.122,15:30:00,,8.454,0.364,0,0.368,610,0.48,0.43,Jan08 610 Puts,,13768,0.4
RUYNB,2.3,-0.35,2.3,2.3,2.2,0.37,P,-4.141,0.071,O,2.09,2.3,0,0.051,2.65,505,-0.067,0.367,080215,,071210,-6.398,0.199,-7.568,15:30:00,,30.072,0.362,0.001,0.372,610,2.09,2.24,Feb08 610 Puts,,625,1.95
RUYOB,5.5,,,,5.1,0.364,P,-7.292,0.09,O,4.98,,0,0.07,,785,-0.081,0.362,080321,,071210,-17.544,0.199,-9.312,15:30:00,,57.865,0.359,0.006,0.37,610,4.98,5.42,Mar08 610 Puts,,1013,4.8
RUYRB,24.7,,,,13.6,0.356,P,-12.265,0.099,O,13.89,,0,0.108,,264,-0.011,0.359,080620,,071210,-58.27,0.199,-9.813,15:30:00,,116.243,0.352,0.031,0.36,610,13.89,14.05,Jun08 610 Puts,,207,13.1
RUYXD,0.06,,,,0.2,0.589,P,-0.182,0.009,O,0.12,,0,0.019,,42693,,,071221,,071210,-0.044,0.199,-1.493,15:30:00,,0.803,,0,0.491,620,0.12,0.04,Dec 620 Puts,,59222,0.05
RUYMD,0.46,-0.34,0.6,0.46,0.7,0.374,P,-1.62,0.043,O,0.57,0.55,0,0.033,0.8,5808,0.018,0.362,080118,,071210,-1.425,0.199,-4.665,15:30:00,,10.506,0.35,0,0.361,620,0.57,0.56,Jan08 620 Puts,,8909,0.45
RUYND,3,,,,2.65,0.365,P,-4.877,0.082,O,2.52,,0,0.051,,298,-0.053,0.361,080215,,071210,-7.541,0.199,-8.592,15:30:00,,34.298,0.356,0.002,0.365,620,2.52,2.66,Feb08 620 Puts,,892,2.35
RUYOD,10.3,,,,5.9,0.36,P,-8.21,0.1,O,5.92,,0,0.071,,880,-0.036,0.36,080321,,071210,-19.764,0.199,-10.379,15:30:00,,63.311,0.353,0.009,0.364,620,5.92,6.14,Mar08 620 Puts,,948,5.5
RUYRD,27.7,,,,15,0.353,P,-13.316,0.106,O,15.32,,0,0.108,,195,-0.001,0.355,080620,,071210,-63.3,0.199,-10.297,15:30:00,,123.062,0.348,0.04,0.355,620,15.32,15.33,Jun08 620 Puts,,193,14.4
RUYLF,124.4,,,,162.4,,C,99.174,0.029,O,160.11,,0,0.201,,79,-0.009,,071221,,071210,18.752,0.199,-12.261,15:30:00,,3.11,,1,0.56,630,-0.99,161.6,Dec 630 Calls,,52,161.4
RUYAF,130.7,,,,163.3,,C,96.853,0.07,O,161.22,,0,0.202,,42,-0.013,,080118,,071210,64.256,0.199,-14.072,15:30:00,,18.354,,1,0.391,630,0.12,163.42,Jan08 630 Calls,,48,162.2
RUYBF,-1,,,,166.4,,C,93.41,0.1,O,165.9,,0,0.207,,,-0.005,,080215,,071210,104.656,0.199,-16.974,15:30:00,,43.438,,0.997,0.378,630,4.8,166.81,Feb08 630 Calls,,,165.4
RUYCF,143.1,,,,170.8,,C,90.978,0.11,O,168.91,,0,0.215,,73,-0.009,,080321,,071210,152.708,0.199,-16.349,15:30:00,,67.929,,0.986,0.354,630,7.81,170.5,Mar08 630 Calls,,30,169.6
RUYFF,157.4,,,,183.5,,C,86.012,0.114,O,181.35,,0,0.238,,31,-0.003,,080620,,071210,261.137,0.199,-15.481,15:30:00,,127.276,,0.95,0.342,630,20.25,181.98,Jun08 630 Calls,,30,181.6
RUYXF,0.07,-0.04,0.18,0.05,0.2,0.554,P,-0.248,0.012,O,0.12,0.18,0,0.019,0.11,42820,,,071221,,071210,-0.061,0.199,-1.94,15:30:00,,1.066,,0,0.475,630,0.12,0.05,Dec 630 Puts,,63084,0.05
RUYMF,0.68,-0.22,0.71,0.68,0.75,0.356,P,-2.077,0.055,O,0.6,0.7,0,0.033,0.9,4641,-0.178,0.344,080118,,071210,-1.828,0.199,-4.794,15:30:00,,12.98,0.33,0,0.355,630,0.6,0.73,Jan08 630 Puts,,10680,0.45
RUYNF,3.92,,,,3.2,0.361,P,-5.73,0.095,O,3.12,,0,0.052,,224,-0.013,0.359,080215,,071210,-8.865,0.199,-9.884,15:30:00,,38.962,0.354,0.003,0.36,630,3.12,3.16,Feb08 630 Puts,,772,2.95
RUYOF,12.4,,,,6.8,0.356,P,-9.231,0.111,O,6.83,,0,0.071,,1364,-0.016,0.356,080321,,071210,-22.234,0.199,-11.289,15:30:00,,69.089,0.348,0.014,0.358,630,6.83,6.94,Mar08 630 Puts,,1593,6.3
RUYRF,25.6,,,,16.5,0.349,P,-14.439,0.113,O,16.65,,0,0.109,,282,-0.004,0.35,080620,,071210,-68.687,0.199,-10.658,15:30:00,,130.027,0.344,0.05,0.35,630,16.65,16.71,Jun08 630 Puts,,876,15.9
