Symbol,Last,Change,High,Low,Ask,Ask IV,Call/Put,Delta,Gamma,Item Type,Market Price,Open,Original Price,Pcnt To Double,Previous Close,Open Interest,Percent O/U,Mid IV,Exp.Date,Existing Posn.,Date,Rho,SV,Theta,Time,Trade,Vega,Bid IV,Prob.Finish.ITM,Projected Volty,Strike Price,Time Premium,Th.Price,Description,At Price,Volume,Bid
RUT,548.93,-14.97,556.77,546.96,,, ,1,0,I,548.93,556.77,0,,563.9,,,,,,090817,,0.176,,15:30:00,,,,,,,,,RUT Index,0,,
RUWTG,-1,,,,0.2,1.108,P,-0.192,0.012,O,0.13,,0,0.021,,10783,,,090821,,090817,-0.012,0.176,-2.435,15:30:00,,0.353,,0,0.899,420,0.13,0.03,Aug 420 Puts,,,0.05
RUWUG,0.84,0.38,0.88,0.73,0.9,0.489,P,-2.563,0.077,O,0.8,0.73,0,0.042,0.46,4309,0.013,0.479,090918,,090817,-1.299,0.176,-7.158,15:30:00,,9.715,0.468,0,0.478,420,0.8,0.79,Sep 420 Puts,,128,0.7
RUWVG,-1,,,,3.1,0.459,P,-6.305,0.123,O,2.98,,0,0.064,,379,0.003,0.455,091016,,090817,-6.149,0.176,-10.372,15:30:00,,27.523,0.45,0,0.454,420,2.98,2.97,Oct 420 Puts,,,2.85
RUWXG,8.5,,8.5,8.5,9.2,0.433,P,-12.016,0.147,O,8.98,8.5,0,0.102,,3551,-0.002,0.43,091218,,090817,-25.067,0.176,-10.995,15:30:00,,63.438,0.427,0.005,0.43,420,8.98,9,Dec 420 Puts,,10,8.8
RUWOG,-1,,,,17.3,0.412,P,-16.259,0.145,O,16.85,,0,0.141,,160,-0.008,0.408,100319,,090817,-61.543,0.176,-9.578,15:30:00,,102.197,0.404,0.027,0.409,420,16.85,16.98,Mar10 420 Puts,,,16.4
RUWTI,0.1,0,0.1,0.06,0.15,,P,-0.271,0.017,O,0.1,0.06,0,0.02,0.1,13887,,,090821,,090817,-0.017,0.176,-3.263,15:30:00,,0.481,,0,0.852,430,0.1,0.04,Aug 430 Puts,,6,0.05
RUWUI,1.1,0.35,1.1,1.03,1.15,0.473,P,-3.329,0.099,O,1.03,1.03,0,0.042,0.75,7953,0,0.463,090918,,090817,-1.688,0.176,-8.532,15:30:00,,12.067,0.452,0,0.464,430,1.03,1.03,Sep 430 Puts,,31,0.9
RUWVI,-1,,,,3.8,0.449,P,-7.59,0.146,O,3.6,,0,0.065,,839,0,0.443,091016,,090817,-7.407,0.176,-11.638,15:30:00,,31.743,0.436,0,0.443,430,3.6,3.6,Oct 430 Puts,,,3.4
RUWXI,-1,,,,10.5,0.424,P,-13.63,0.164,O,10.3,,0,0.103,,987,0.001,0.421,091218,,090817,-28.462,0.176,-11.787,15:30:00,,69.23,0.418,0.01,0.421,430,10.3,10.29,Dec 430 Puts,,,10.1
