Symbol,Last,Change,High,Low,Ask,Ask IV,Call/Put,Delta,Gamma,Item Type,Market Price,Open,Original Price,Pcnt To Double,Previous Close,Open Interest,Percent O/U,Mid IV,ExpDate,Existing Posn.,Date,Rho,SV,Theta,Time,Trade,Vega,Bid IV,Prob.Finish.ITM,Projected Volty,Strike Price,Time Premium,Th.Price,Description,At Price,Volume,Bid
RUT,414.96,14.85,416.11,405.71,,, ,1,0,I,414.96,405.71,0,,400.11,,,,,,090323,,0.333,,15:30:00,,,,,,,,,RUT Index,0,,
RURPI,0.69,-0.46,0.95,0.66,0.7,0.715,P,-2.124,0.067,O,0.65,0.95,0,0.054,1.15,4510,0.016,0.706,090417,,090323,-0.646,0.333,-7.658,15:30:00,,5.537,0.697,0,0.704,290,0.65,0.64,Apr 290 Puts,,122,0.6
RURQI,2.61,-1.71,2.61,2.61,2.8,0.644,P,-5.681,0.114,O,2.65,2.61,0,0.084,4.32,1062,-0.011,0.636,090515,,090323,-3.794,0.333,-10.662,15:30:00,,18.002,0.628,0.003,0.638,290,2.65,2.68,May 290 Puts,,40,2.5
RURRI,5.45,-0.15,5.45,5.45,5.6,0.597,P,-8.691,0.132,O,5.45,5.45,0,0.111,5.6,2112,0.006,0.592,090619,,090323,-9.933,0.333,-10.765,15:30:00,,32.065,0.588,0.016,0.591,290,5.45,5.42,Jun 290 Puts,,1,5.3
RURUI,,,,,,,P,-13.399,0.139,O,0,,0,0.166,,,,,090918,,,-32.988,0.333,-9.281,,,61.997,,0.068,0.54,290,,12.49,Sep 290 Puts,,,
RURXI,,,,,,,P,-15.825,0.136,O,0,,0,0.205,,,,,091218,,,-61.099,0.333,-7.862,,,84.585,,0.116,0.509,290,,18.35,Dec 290 Puts,,,
RURDT,107,,,,117,,C,96.682,0.096,O,115.52,,0,0.272,,30,0.002,,090417,,090323,19.519,0.333,-11.169,15:30:00,,8.031,,1,0.707,300,0.56,115.31,Apr 300 Calls,,,114.9
RURET,-1,,,,118.5,,C,92.17,0.143,O,117.5,,0,0.282,,,0,,090515,,090323,38.243,0.333,-14.212,15:30:00,,23.063,,0.994,0.652,300,2.54,117.48,May 300 Calls,,,116.5
RURFT,84.1,,,,120.4,,C,89.297,0.154,O,118,,0,0.292,,154,-0.013,,090619,,090323,59.926,0.333,-12.669,15:30:00,,37.356,,0.974,0.592,300,3.04,119.51,Jun 300 Calls,,,119
RURIT,122.1,,,,125.9,,C,84.888,0.155,O,124.86,,0,0.316,,10,0.004,,090918,,090323,109.469,0.333,-10.148,15:30:00,,67.249,,0.911,0.529,300,9.9,124.42,Sep 300 Calls,,,124.1
RURLT,97.66,,,,130,,C,82.288,0.146,O,127.41,,0,0.337,,63,-0.015,,091218,,090323,152.016,0.333,-8.832,15:30:00,,90.941,,0.86,0.507,300,12.45,129.31,Dec 300 Calls,,,127.8
RURPT,0.89,-0.71,1.02,0.89,1,0.699,P,-2.875,0.089,O,0.9,0.96,0,0.054,1.6,6053,0.034,0.685,090417,,090323,-0.874,0.333,-9.714,15:30:00,,7.134,0.671,0,0.681,300,0.9,0.87,Apr 300 Puts,,71,0.8
RURQT,3.7,-1.57,3.8,3.63,3.5,0.628,P,-7.023,0.138,O,3.37,3.8,0,0.085,5.27,2044,0.006,0.622,090515,,090323,-4.696,0.333,-12.419,15:30:00,,21.229,0.614,0.006,0.621,300,3.37,3.35,May 300 Puts,,29,3.2
RURRT,6.9,,,,6.7,0.583,P,-10.326,0.153,O,6.52,,0,0.113,,2275,-0.002,0.578,090619,,090323,-11.824,0.333,-11.905,15:30:00,,36.4,0.572,0.026,0.579,300,6.52,6.53,Jun 300 Puts,,,6.3
RURUT,12.9,,,,14.5,0.533,P,-15.163,0.154,O,14.19,,0,0.168,,2804,-0.009,0.529,090918,,090323,-37.423,0.333,-9.85,15:30:00,,67.4,0.526,0.089,0.531,300,14.19,14.32,Sep 300 Puts,,,14
RURXT,22.5,,,,21,0.506,P,-17.577,0.147,O,20.64,,0,0.208,,5495,-0.001,0.502,091218,,090323,-68.064,0.333,-8.282,15:30:00,,90.503,0.496,0.14,0.502,300,20.64,20.66,Dec 300 Puts,,,20.1
RURDB,93.22,,,,107.2,,C,95.617,0.125,O,105.58,,0,0.249,,3,-0.001,,090417,,090323,19.877,0.333,-13.611,15:30:00,,10.075,,1,0.685,310,0.62,105.67,Apr 310 Calls,,,105.2
RUREB,-1,,,,109.3,,C,90.555,0.169,O,108.3,,0,0.262,,71,0,,090515,,090323,38.599,0.333,-15.911,15:30:00,,26.532,,0.988,0.634,310,3.34,108.35,May 310 Calls,,,107.3
RURFB,-1,,,,111.7,,C,87.467,0.176,O,111.05,,0,0.274,,218,0.002,,090619,,090323,60.205,0.333,-13.852,15:30:00,,41.78,,0.96,0.578,310,6.09,110.81,Jun 310 Calls,,,110.4
RURIB,-1,,,,117.7,,C,82.972,0.17,O,116.95,,0,0.3,,,0.004,,090918,,090323,109.526,0.333,-10.772,15:30:00,,72.695,,0.886,0.52,310,11.99,116.46,Sep 310 Calls,,,116.2
RURLB,-1,,,,122.9,,C,80.46,0.158,O,121.7,,0,0.322,,,-0.001,,091218,,090323,152.08,0.333,-9.221,15:30:00,,96.644,,0.833,0.499,310,16.74,121.78,Dec 310 Calls,,,120.5
RURPB,1.3,-0.88,1.4,1.18,1.3,0.672,P,-3.867,0.117,O,1.2,1.33,0,0.055,2.18,7080,0.017,0.662,090417,,090323,-1.177,0.333,-11.896,15:30:00,,9.104,0.65,0,0.66,310,1.2,1.18,Apr 310 Puts,,339,1.1
RURQB,4.6,-1.28,4.6,4.42,4.3,0.611,P,-8.626,0.165,O,4.17,4.5,0,0.087,5.88,1470,0,0.605,090515,,090323,-5.776,0.333,-14.1,15:30:00,,24.807,0.598,0.012,0.605,310,4.17,4.17,May 310 Puts,,26,4
RURRB,9.08,,,,8,0.571,P,-12.186,0.176,O,7.86,,0,0.115,,1377,0.004,0.568,090619,,090323,-13.984,0.333,-13.183,15:30:00,,40.968,0.562,0.04,0.567,310,7.86,7.83,Jun 310 Puts,,,7.6
RURUB,20.5,,,,16.6,0.525,P,-17.076,0.17,O,16.5,,0,0.171,,80,0.009,0.523,090918,,090323,-42.254,0.333,-10.588,15:30:00,,72.826,0.516,0.114,0.521,310,16.5,16.35,Sep 310 Puts,,,16
RURXB,-1,,,,23.5,0.498,P,-19.436,0.159,O,23.05,,0,0.211,,,-0.005,0.494,091218,,090323,-75.503,0.333,-8.657,15:30:00,,96.331,0.489,0.167,0.495,310,23.05,23.16,Dec 310 Puts,,,22.6
RURDD,96.47,,,,97.4,,C,94.245,0.161,O,96.5,,0,0.228,,147,0.004,,090417,,090323,20.14,0.333,-16.422,15:30:00,,12.515,,0.998,0.663,320,1.54,96.13,Apr 320 Calls,,,95.6
RURED,74.62,,,,100.1,,C,88.664,0.198,O,98.22,,0,0.243,,14,-0.012,,090515,,090323,38.765,0.333,-17.677,15:30:00,,30.284,,0.978,0.616,320,3.26,99.4,May 320 Calls,,,98.7
RURFD,52.18,,,,103.2,,C,85.405,0.2,O,100.2,,0,0.257,,118,-0.021,,090619,,090323,60.205,0.333,-15.032,15:30:00,,46.37,,0.94,0.566,320,5.24,102.31,Jun 320 Calls,,,102
RURID,77.96,,,,110.3,,C,80.906,0.186,O,107.86,,0,0.285,,43,-0.008,,090918,,090323,109.176,0.333,-11.368,15:30:00,,78.102,,0.857,0.511,320,12.9,108.72,Sep 320 Calls,,,108.4
RURLD,146.4,,,,115.6,,C,78.523,0.17,O,115.92,,0,0.309,,1,0.013,,091218,,090323,151.671,0.333,-9.585,15:30:00,,102.219,,0.803,0.491,320,20.96,114.46,Dec 320 Calls,,,113.2
RURPD,1.6,-1.25,1.86,1.5,1.7,0.647,P,-5.166,0.153,O,1.58,1.81,0,0.056,2.85,8718,-0.013,0.636,090417,,090323,-1.574,0.333,-14.28,15:30:00,,11.493,0.625,0.002,0.638,320,1.58,1.6,Apr 320 Puts,,1187,1.45
RURQD,5.44,-1.79,5.72,5.44,5.3,0.595,P,-10.522,0.196,O,5.16,5.72,0,0.088,7.23,985,0,0.59,090515,,090323,-7.057,0.333,-15.929,15:30:00,,28.71,0.585,0.022,0.59,320,5.16,5.16,May 320 Puts,,20,5
RURRD,13.25,,,,9.5,0.559,P,-14.285,0.201,O,9.49,,0,0.117,,1343,0.016,0.559,090619,,090323,-16.432,0.333,-14.539,15:30:00,,45.707,0.55,0.06,0.556,320,9.49,9.34,Jun 320 Puts,,,9.1
RURUD,18.96,,,,18.9,0.517,P,-19.139,0.185,O,18.62,,0,0.174,,434,0.002,0.513,090918,,090323,-47.489,0.333,-11.126,15:30:00,,78.213,0.509,0.143,0.513,320,18.62,18.59,Sep 320 Puts,,,18.3
RURXD,47.8,,,,26.2,0.491,P,-21.402,0.171,O,26.8,,0,0.215,,149,0.036,0.497,091218,,090323,-83.415,0.333,-9.272,15:30:00,,102.013,0.482,0.197,0.488,320,26.8,25.88,Dec 320 Puts,,,25.3
RURDF,84.61,,,,88.4,,C,92.492,0.204,O,87.17,,0,0.207,,259,0.005,,090417,,090323,20.286,0.333,-19.592,15:30:00,,15.374,,0.995,0.641,330,2.21,86.75,Apr 330 Calls,,,86.2
RUREF,49.4,,,,91.3,,C,86.466,0.23,O,88.69,,0,0.225,,78,-0.022,,090515,,090323,38.718,0.333,-19.476,15:30:00,,34.277,,0.962,0.6,330,3.73,90.64,May 330 Calls,,,90
RURFF,55.1,,,,94.9,,C,83.099,0.225,O,92.39,,0,0.24,,164,-0.018,,090619,,090323,59.909,0.333,-16.189,15:30:00,,51.06,,0.914,0.553,330,7.43,94.04,Jun 330 Calls,,,93.6
RURIF,66.1,,,,102.7,,C,78.691,0.202,O,100.24,,0,0.271,,18,-0.009,,090918,,090323,108.415,0.333,-11.929,15:30:00,,83.4,,0.825,0.503,330,15.28,101.2,Sep 330 Calls,,,101.2
RURLF,-1,,,,108.5,0.494,C,76.482,0.182,O,107.4,,0,0.295,,,0,0.483,091218,,090323,150.791,0.333,-9.92,15:30:00,,107.613,0.473,0.772,0.483,330,22.44,107.35,Dec 330 Calls,,,106.3
RURPF,2.2,-1.57,2.6,2.08,2.3,0.628,P,-6.85,0.197,O,2.15,2.29,0,0.057,3.77,22662,-0.005,0.618,090417,,090323,-2.089,0.333,-17.462,15:30:00,,14.333,0.607,0.005,0.618,330,2.15,2.16,Apr 330 Puts,,595,2
RURQF,6.97,-2.53,6.97,6.88,6.5,0.58,P,-12.747,0.23,O,6.38,6.88,0,0.09,9.5,1831,0.003,0.576,090515,,090323,-8.564,0.333,-17.845,15:30:00,,32.892,0.57,0.038,0.575,330,6.38,6.36,May 330 Puts,,11,6.2
RURRF,10.8,-4.47,10.8,10.8,11.2,0.547,P,-16.636,0.226,O,10.99,10.8,0,0.12,15.27,1125,-0.008,0.543,090619,,090323,-19.186,0.333,-15.514,15:30:00,,50.544,0.539,0.086,0.545,330,10.99,11.08,Jun 330 Puts,,1,10.8
RURUF,21.7,-3.53,21.7,21.7,21.3,0.507,P,-21.35,0.201,O,21.03,21.7,0,0.177,25.23,53,-0.001,0.504,090918,,090323,-53.134,0.333,-11.643,15:30:00,,83.491,0.5,0.175,0.504,330,21.03,21.06,Sep 330 Puts,,13,20.7
RURXF,-1,,,,29.1,0.483,P,-23.47,0.183,O,28.65,,0,0.219,,,-0.006,0.479,091218,,090323,-91.796,0.333,-9.362,15:30:00,,107.491,0.475,0.228,0.481,330,28.65,28.81,Dec 330 Puts,,,28.2
RURDH,73,,,,78.5,,C,90.279,0.256,O,77.43,,0,0.187,,2757,-0.001,,090417,,090323,20.289,0.333,-23.077,15:30:00,,18.651,,0.988,0.621,340,2.47,77.54,Apr 340 Calls,,,76.8
RUREH,80.5,,,,82.7,,C,83.931,0.266,O,81.88,,0,0.207,,2758,-0.003,,090515,,090323,38.436,0.333,-21.267,15:30:00,,38.449,,0.938,0.583,340,6.92,82.1,May 340 Calls,,,81.2
RURFH,37.4,,,,86.9,,C,80.538,0.251,O,83.97,,0,0.225,,189,-0.024,,090619,,090323,59.3,0.333,-17.297,15:30:00,,55.767,,0.882,0.541,340,9.01,86.01,Jun 340 Calls,,,85.7
RURIH,-1,,,,95.4,,C,76.328,0.218,O,94.65,,0,0.257,,11,0.008,,090918,,090323,107.241,0.333,-12.444,15:30:00,,88.516,,0.79,0.494,340,19.69,93.92,Sep 340 Calls,,,93.9
RURLH,-1,,,,101.4,0.484,C,74.338,0.194,O,100.35,,0,0.283,,,-0.001,0.475,091218,,090323,149.441,0.333,-10.199,15:30:00,,112.766,0.465,0.739,0.476,340,25.39,100.46,Dec 340 Calls,,,99.3
RURPH,2.8,-2.45,3.38,2.7,2.95,0.602,P,-9.008,0.251,O,2.87,3.18,0,0.058,5.25,11044,-0.007,0.597,090417,,090323,-2.751,0.333,-20.84,15:30:00,,17.633,0.593,0.012,0.598,340,2.87,2.89,Apr 340 Puts,,1207,2.8
RURQH,8.2,-2.77,8.2,8.2,7.9,0.564,P,-15.331,0.268,O,7.82,8.2,0,0.092,10.97,2236,0.004,0.562,090515,,090323,-10.322,0.333,-19.742,15:30:00,,37.281,0.559,0.062,0.561,340,7.82,7.79,May 340 Puts,,5,7.7
RURRH,12.8,0.3,12.8,12.8,13.2,0.536,P,-19.246,0.253,O,12.99,12.8,0,0.123,12.5,892,-0.007,0.533,090619,,090323,-22.259,0.333,-16.705,15:30:00,,55.39,0.529,0.118,0.534,340,12.99,13.08,Jun 340 Puts,,1,12.8
RURUH,28.4,,,,24,0.498,P,-23.707,0.217,O,23.92,,0,0.18,,328,0.006,0.497,090918,,090323,-59.19,0.333,-12.209,15:30:00,,88.588,0.492,0.21,0.496,340,23.92,23.77,Sep 340 Puts,,,23.4
RURXH,-1,,,,32.1,0.475,P,-25.636,0.194,O,31.65,,0,0.223,,,-0.01,0.471,091218,,090323,-100.636,0.333,-9.636,15:30:00,,112.705,0.467,0.261,0.474,340,31.65,31.96,Dec 340 Puts,,,31.2
RURDJ,59,,,,69.4,,C,87.518,0.316,O,68.14,,0,0.168,,1153,-0.006,,090417,,090323,20.12,0.333,-26.793,15:30:00,,22.308,,0.973,0.601,350,3.18,68.57,Apr 350 Calls,,,67.8
RUREJ,53.49,,,,74.2,,C,81.032,0.303,O,72.64,,0,0.191,,95,-0.016,,090515,,090323,37.897,0.333,-22.998,15:30:00,,42.712,,0.906,0.568,350,7.68,73.83,May 350 Calls,,,73
RURFJ,42.6,,,,79.1,,C,77.716,0.278,O,76.84,,0,0.21,,1057,-0.018,,090619,,090323,58.367,0.333,-18.328,15:30:00,,60.396,,0.843,0.53,350,11.88,78.25,Jun 350 Calls,,,78
RURIJ,-1,,,,88.2,0.5,C,73.823,0.233,O,87.6,,0,0.244,,21,0.008,0.494,090918,,090323,105.656,0.333,-13.138,15:30:00,,93.375,0.487,0.753,0.486,350,22.64,86.9,Sep 350 Calls,,,87
RURLJ,84.9,,,,94.7,0.476,C,72.095,0.205,O,93.42,,0,0.27,,2269,-0.004,0.465,091218,,090323,147.628,0.333,-10.417,15:30:00,,117.622,0.462,0.706,0.468,350,28.46,93.79,Dec 350 Calls,,,93
RURPJ,3.7,-3.15,4.57,3.7,3.9,0.581,P,-11.736,0.314,O,3.8,3.93,0,0.059,6.85,14436,-0.013,0.577,090417,,090323,-3.59,0.333,-24.398,15:30:00,,21.363,0.572,0.027,0.579,350,3.8,3.85,Apr 350 Puts,,123,3.7
RURQJ,9.33,-3.74,10.2,9.33,9.7,0.552,P,-18.302,0.308,O,9.54,10.2,0,0.094,13.07,1324,0.004,0.548,090515,,090323,-12.352,0.333,-21.624,15:30:00,,41.779,0.545,0.094,0.547,350,9.54,9.5,May 350 Puts,,29,9.4
RURRJ,15.5,,,,15.5,0.526,P,-22.119,0.28,O,15.31,,0,0.126,,4216,-0.004,0.523,090619,,090323,-25.661,0.333,-17.819,15:30:00,,60.14,0.519,0.157,0.524,350,15.31,15.37,Jun 350 Puts,,,15.1
RURUJ,32.2,,,,27,0.491,P,-26.206,0.233,O,26.96,,0,0.184,,5767,0.009,0.49,090918,,090323,-65.655,0.333,-12.69,15:30:00,,93.428,0.484,0.247,0.488,350,26.96,26.73,Sep 350 Puts,,,26.4
RURXJ,40,,,,35.4,0.468,P,-27.892,0.205,O,35.24,,0,0.227,,5654,-0.002,0.467,091218,,090323,-109.902,0.333,-9.963,15:30:00,,117.596,0.461,0.294,0.467,350,35.24,35.32,Dec 350 Puts,,,34.6
RURDL,47.02,,,,60.7,,C,84.12,0.385,O,59.43,,0,0.15,,3537,-0.008,,090417,,090323,19.752,0.333,-30.601,15:30:00,,26.258,,0.946,0.581,360,4.47,59.88,Apr 360 Calls,,,59.4
