Symbol,Last,Change,High,Low,Ask,Ask IV,Call/Put,Delta,Gamma,Item Type,Market Price,Open,Original Price,Pcnt To Double,Previous Close,Open Interest,Percent O/U,Mid IV,Exp.Date,Existing Posn.,Date,Rho,SV,Theta,Time,Trade,Vega,Bid IV,Prob.Finish.ITM,Projected Volty,Strike Price,Time Premium,Th.Price,Description,At Price,Volume,Bid
RUT,824.7,6.1,825.1,818.7,,, ,1,0,I,824.7,818.7,0,,818.6,,,,,,070511,,0.104,,15:30:00,,,,,,,,,RUT Index,0,,
RUYQR,,,,,,,P,-0.256,0.015,O,0,,0,0.015,,,,,070518,,,-0.041,0.104,-2.334,,,0.913,,0,0.467,690,,0.04,May 690 Puts,,,
RUYRR,,,,,,,P,-2.5,0.075,O,0,,0,0.028,,,,,070615,,,-2.043,0.104,-6.131,,,14.985,,0,0.306,690,,0.76,Jun 690 Puts,,,
RUYSR,,,,,,,P,-6.174,0.119,O,0,,0,0.042,,,,,070720,,,-10.264,0.104,-8.198,,,44.011,,0,0.285,690,,2.88,Jul 690 Puts,,,
RUYTR,,,,,,,P,-8.65,0.133,O,0,,0,0.053,,,,,070817,,,-20.369,0.104,-8.563,,,67.256,,0,0.279,690,,5.02,Aug 690 Puts,,,
RUYUR,,,,,,,P,-10.78,0.138,O,0,,0,0.063,,,,,070921,,,-34.838,0.104,-8.127,,,91.906,,0.001,0.272,690,,7.48,Sep 690 Puts,,,
RUTQT,-1,,,,0.2,0.517,P,-0.332,0.02,O,0.2,,0,0.014,,11680,,,070518,,070511,-0.053,0.104,-2.843,15:30:00,,1.154,,0,0.443,700,0.2,0.05,May 700 Puts,,,
RUTRT,-1,,,,1,0.299,P,-3.104,0.093,O,0.93,,0,0.028,,7089,-0.011,0.296,070615,,070511,-2.537,0.104,-7.048,15:30:00,,17.94,0.291,0,0.296,700,0.93,0.94,Jun 700 Puts,,,0.85
RUTST,-1,,,,3.4,0.278,P,-7.242,0.138,O,3.3,,0,0.042,,304,-0.024,0.276,070720,,070511,-12.04,0.104,-8.859,15:30:00,,49.774,0.274,0,0.278,700,3.3,3.38,Jul 700 Puts,,,3.2
RUTTT,-1,,,,5.8,0.274,P,-9.874,0.15,O,5.7,,0,0.053,,,-0.009,0.273,070817,,070511,-23.257,0.104,-9.131,15:30:00,,74.153,0.271,0.001,0.273,700,5.7,5.75,Aug 700 Puts,,,5.6
RUTUT,-1,,,,8.5,0.267,P,-12.103,0.153,O,8.3,,0,0.064,,19461,-0.018,0.265,070921,,070511,-39.13,0.104,-8.477,15:30:00,,99.776,0.263,0.003,0.267,700,8.3,8.45,Sep 700 Puts,,,8.1
RUTEB,-1,,,,114.8,,C,99.057,0.047,O,114.55,,0,0.137,,12,-0.006,,070518,,070511,13.442,0.104,-17.381,15:30:00,,2.906,,1,0.469,710,-0.15,115.26,May 710 Calls,,,114.3
