Symbol,Last,Change,High,Low,Ask,Ask IV,Call/Put,Delta,Gamma,Item Type,Market Price,Open,Original Price,Pcnt To Double,Previous Close,Open Interest,Percent O/U,Mid IV,ExpDate,Existing Posn.,Date,Rho,SV,Theta,Time,Trade,Vega,Bid IV,Prob.Finish.ITM,Projected Volty,Strike Price,Time Premium,Th.Price,Description,At Price,Volume,Bid
RUT,508.08,3.05,514.34,507.16,,, ,1,0,I,508.08,507.16,0,,505.03,,,,,,090106,,0.286,,15:30:00,,,,,,,,,RUT Index,0,,
RURMH,0.1,-0.01,0.1,0.1,0.15,,P,-0.192,0.008,O,0.1,0.1,0,0.032,0.11,1399,,,090116,,090106,-0.028,0.286,-1.837,15:30:00,,0.515,,0,0.86,340,0.1,0.04,Jan 340 Puts,,7,0.05
RURNH,1.2,-0.85,1.2,1,1.3,0.632,P,-2.69,0.056,O,1.13,1.11,0,0.067,2.05,1340,-0.089,0.616,090220,,090106,-1.832,0.286,-7.076,15:30:00,,11.089,0.598,0,0.626,340,1.13,1.24,Feb 340 Puts,,25,0.95
RUROH,4.3,,,,3.7,0.614,P,-5.343,0.08,O,3.44,,0,0.093,,660,0.003,0.604,090320,,090106,-6.087,0.286,-10.147,15:30:00,,24.654,0.59,0.001,0.603,340,3.44,3.43,Mar 340 Puts,,,3.1
RURRH,22.2,,,,11.7,0.562,P,-10.763,0.098,O,11.82,,0,0.156,,105,0.018,0.564,090619,,090106,-29.547,0.286,-10.79,15:30:00,,62.603,0.549,0.02,0.561,340,11.82,11.61,Jun 340 Puts,,,10.9
RURUH,28.7,,,,19.2,0.538,P,-13.606,0.097,O,19.27,,0,0.204,,25,0.001,0.538,090918,,090106,-61.063,0.286,-9.568,15:30:00,,91.638,0.529,0.05,0.538,340,19.27,19.26,Sep 340 Puts,,,18.4
RURMJ,0.1,-0.06,0.15,0.05,0.25,0.979,P,-0.271,0.012,O,0.15,0.15,0,0.032,0.16,5768,,,090116,,090106,-0.039,0.286,-2.468,15:30:00,,0.705,,0,0.83,350,0.15,0.06,Jan 350 Puts,,65,0.05
RURNJ,1.49,-0.4,1.55,1.41,1.65,0.62,P,-3.366,0.069,O,1.5,1.55,0,0.068,1.89,1410,-0.045,0.608,090220,,090106,-2.294,0.286,-8.686,15:30:00,,13.351,0.596,0,0.613,350,1.5,1.57,Feb 350 Puts,,70,1.35
RUROJ,4.8,,,,4.4,0.602,P,-6.322,0.093,O,4.09,,0,0.094,,1852,-0.002,0.592,090320,,090106,-7.211,0.286,-11.347,15:30:00,,28.136,0.577,0.002,0.592,350,4.09,4.1,Mar 350 Puts,,,3.7
RURRJ,21,,,,13.2,0.554,P,-12.014,0.107,O,13.19,,0,0.158,,2298,0.009,0.554,090619,,090106,-33.034,0.286,-11.405,15:30:00,,67.7,0.542,0.028,0.552,350,13.19,13.07,Jun 350 Puts,,,12.4
RURUJ,31.2,,,,21.2,0.531,P,-14.886,0.104,O,21.3,,0,0.206,,1159,0.001,0.532,090918,,090106,-66.944,0.286,-10.049,15:30:00,,97.376,0.522,0.064,0.531,350,21.3,21.27,Sep 350 Puts,,,20.4
RURAL,116.34,,,,149.2,,C,98.861,0.038,O,146.25,,0,0.287,,43,-0.013,,090116,,090106,9.689,0.286,-10.647,15:30:00,,2.515,,1,0.946,360,-1.83,148.17,Jan 360 Calls,,,146.3
RURBL,111,,,,149.7,,C,94.75,0.093,O,146.71,,0,0.29,,11,-0.021,,090220,,090106,40.73,0.286,-13.624,15:30:00,,19.115,,1,0.647,360,-1.37,149.81,Feb 360 Calls,,,147.3
RURCL,103.83,,,,151.9,,C,92.468,0.107,O,148.33,,0,0.296,,50,-0.02,,090320,,090106,63.326,0.286,-12.879,15:30:00,,32.194,,0.996,0.584,360,0.25,151.38,Mar 360 Calls,,,149.2
RURFL,104.4,,,,159.3,,C,87.106,0.118,O,155.35,,0,0.322,,94,-0.018,,090619,,090106,126.194,0.286,-11.634,15:30:00,,71.13,,0.961,0.529,360,7.27,158.17,Jun 360 Calls,,,156.5
RURIL,74.2,,,,165.3,,C,84.256,0.113,O,159.68,,0,0.344,,15,-0.03,,090918,,090106,180.392,0.286,-10.319,15:30:00,,101.061,,0.92,0.506,360,11.6,164.67,Sep 360 Calls,,,162.6
RURML,0.1,-0.1,0.2,0.1,0.25,0.912,P,-0.385,0.017,O,0.17,0.2,0,0.031,0.2,5283,,0.869,090116,,090106,-0.056,0.286,-6.156,15:30:00,,0.967,,0,0.8,360,0.17,0.08,Jan 360 Puts,,144,0.1
RURNL,1.88,-0.56,1.9,1.8,2,0.603,P,-4.187,0.084,O,1.88,1.85,0,0.069,2.44,1830,-0.046,0.595,090220,,090106,-2.857,0.286,-10.145,15:30:00,,15.951,0.586,0,0.601,360,1.88,1.97,Feb 360 Puts,,36,1.75
RUROL,5.63,,,,5.2,0.591,P,-7.445,0.107,O,4.84,,0,0.096,,525,-0.008,0.58,090320,,090106,-8.503,0.286,-12.587,15:30:00,,31.912,0.566,0.004,0.581,360,4.84,4.88,Mar 360 Puts,,,4.4
RURRL,19.5,,,,14.9,0.547,P,-13.365,0.117,O,14.69,,0,0.16,,156,0.001,0.544,090619,,090106,-36.812,0.286,-12.035,15:30:00,,72.908,0.535,0.039,0.544,360,14.69,14.68,Jun 360 Puts,,,14
RURUL,42.6,,,,23.4,0.524,P,-16.238,0.112,O,23.89,,0,0.208,,221,0.02,0.529,090918,,090106,-73.182,0.286,-10.626,15:30:00,,103.116,0.516,0.08,0.525,360,23.89,23.43,Sep 360 Puts,,,22.5
RURAN,143.5,15,143.5,143.5,139.3,,C,98.564,0.048,O,138.12,143.5,0,0.267,128.5,168,-0.001,,090116,,090106,9.919,0.286,-12.593,15:30:00,,3.072,,1,0.906,370,0.04,138.24,Jan 370 Calls,,1,136.4
RURBN,123.8,,,,140.3,,C,93.745,0.11,O,138.32,,0,0.273,,7,-0.014,,090220,,090106,41.268,0.286,-15.26,15:30:00,,21.935,,0.999,0.631,370,0.24,140.35,Feb 370 Calls,,,137.8
RURCN,137.7,,,,142.7,,C,91.211,0.123,O,141.27,,0,0.28,,1605,-0.007,,090320,,090106,63.875,0.286,-14.192,15:30:00,,36.165,,0.993,0.573,370,3.19,142.27,Mar 370 Calls,,,140.2
RURFN,155.05,58.35,155.05,155.05,151,,C,85.64,0.129,O,149.91,155.05,0,0.308,96.7,143,0,,090619,,090106,126.593,0.286,-12.335,15:30:00,,76.562,,0.948,0.521,370,11.83,149.89,Jun 370 Calls,,1,148.3
RURIN,-1,,,,157.8,,C,82.818,0.122,O,156.35,,0,0.332,,,-0.004,,090918,,090106,180.778,0.286,-10.768,15:30:00,,106.941,,0.902,0.5,370,18.27,156.9,Sep 370 Calls,,,154.9
