Symbol,Last,Change,High,Low,Ask,Ask IV,Call/Put,Delta,Gamma,Item Type,Market Price,Open,Original Price,Pcnt To Double,Previous Close,Open Interest,Percent O/U,Mid IV,Exp.Date,Existing Posn.,Date,Rho,SV,Theta,Time,Trade,Vega,Bid IV,Prob.Finish.ITM,Projected Volty,Strike Price,Time Premium,Th.Price,Description,At Price,Volume,Bid
RUT,421.89,-0.86,423.83,412.79,,, ,1,0,I,421.89,419.39,0,,422.75,,,,,,090401,,0.334,,15:30:00,,,,,,,,,RUT Index,0,,
RURPE,0.1,,,,0.25,0.931,P,-0.378,0.016,O,0.15,,0,0.041,,2461,,,090417,,090401,-0.074,0.334,-2.329,15:30:00,,0.997,,0,0.823,270,0.15,0.09,Apr 270 Puts,,,0.05
RURQE,1.36,0.37,1.4,1.31,1.2,0.712,P,-2.45,0.057,O,1.06,1.4,0,0.072,0.99,1339,0.05,0.697,090515,,090401,-1.363,0.334,-6.726,15:30:00,,8.409,0.677,0,0.691,270,1.06,1.01,May 270 Puts,,95,0.9
RURRE,3.6,0.8,3.6,3.6,3.2,0.648,P,-5.138,0.084,O,3.03,3.6,0,0.103,2.8,1418,0,0.64,090619,,090401,-5.314,0.334,-8.29,15:30:00,,20.603,0.628,0.002,0.64,270,3.03,3.03,Jun 270 Puts,,10,2.8
RURUE,,,,,,,P,-9.601,0.104,O,0,,0,0.16,,,,,090918,,,-22.713,0.334,-8.186,,,48.518,,0.028,0.577,270,,8.81,Sep 270 Puts,,,
RURXE,,,,,,,P,-12.062,0.106,O,0,,0,0.2,,,,,091218,,,-45.646,0.334,-7.223,,,70.399,,0.063,0.542,270,,13.97,Dec 270 Puts,,,
RURPG,0.22,,,,0.3,0.883,P,-0.563,0.023,O,0.22,,0,0.041,,2717,,0.848,090417,,090401,-0.11,0.334,-4.97,15:30:00,,1.422,,0,0.797,280,0.22,0.13,Apr 280 Puts,,,0.15
RURQG,1.6,0.15,1.78,1.6,1.5,0.691,P,-3.201,0.073,O,1.36,1.76,0,0.074,1.45,1105,0.007,0.678,090515,,090401,-1.783,0.334,-8.03,15:30:00,,10.505,0.662,0,0.676,280,1.36,1.35,May 280 Puts,,108,1.2
RURRG,5.01,,,,3.9,0.634,P,-6.269,0.101,O,3.76,,0,0.105,,753,0.003,0.628,090619,,090401,-6.497,0.334,-9.546,15:30:00,,24.096,0.617,0.005,0.628,280,3.76,3.75,Jun 280 Puts,,,3.5
RURUG,11.42,,,,10.5,0.573,P,-11.023,0.117,O,10.31,,0,0.162,,274,0.005,0.569,090918,,090401,-26.145,0.334,-8.941,15:30:00,,53.632,0.563,0.04,0.568,280,10.31,10.26,Sep 280 Puts,,,10
RURXG,,,,,,,P,-13.535,0.116,O,0,,0,0.203,,,,,091218,,,-51.374,0.334,-7.713,,,76.259,,0.08,0.535,280,,15.89,Dec 280 Puts,,,
RURDI,152.1,,,,133.3,,C,99.435,0.025,O,133.24,,0,0.309,,25,0.013,,090417,,090401,12.594,0.334,-2.962,15:30:00,,1.428,,1,0.727,290,1.35,131.55,Apr 290 Calls,,,131.3
RUREI,-1,,,,133.9,,C,95.316,0.097,O,132.95,,0,0.31,,1,0.001,,090515,,090401,32.302,0.334,-11.113,15:30:00,,14.315,,0.999,0.688,290,1.06,132.79,May 290 Calls,,,132
RURFI,-1,,,,135.6,,C,91.136,0.124,O,134.7,,0,0.323,,,-0.008,,090619,,090401,53.349,0.334,-13.256,15:30:00,,31.368,,0.991,0.666,290,2.81,135.79,Jun 290 Calls,,,133.8
RURII,,,,,,,C,87.084,0.13,O,0,,0,0.344,,,,,090918,,,103.861,0.334,-10.25,,,59.964,,0.945,0.571,290,,140.05,Sep 290 Calls,,,
RURLI,,,,,,,C,84.544,0.125,O,0,,0,0.364,,,,,091218,,,147.093,0.334,-8.905,,,83.377,,0.899,0.541,290,,144.58,Dec 290 Calls,,,
RURPI,0.32,0.08,0.32,0.32,0.4,0.85,P,-0.833,0.033,O,0.3,0.32,0,0.042,0.24,3645,0.5,0.816,090417,,090401,-0.162,0.334,-6.359,15:30:00,,2.01,0.773,0,0.772,290,0.3,0.2,Apr 290 Puts,,1,0.2
RURQI,2.23,0.33,2.24,2.2,1.9,0.672,P,-4.141,0.092,O,1.75,2.21,0,0.075,1.9,1396,-0.011,0.66,090515,,090401,-2.31,0.334,-9.557,15:30:00,,12.965,0.644,0.001,0.662,290,1.75,1.77,May 290 Puts,,61,1.55
RURRI,5.93,,,,4.8,0.623,P,-7.588,0.119,O,4.66,,0,0.107,,2126,0.009,0.618,090619,,090401,-7.879,0.334,-10.909,15:30:00,,27.909,0.608,0.009,0.616,290,4.66,4.62,Jun 290 Puts,,,4.4
RURUI,,,,,,,P,-12.581,0.13,O,0,,0,0.165,,,,,090918,,,-29.921,0.334,-9.632,,,58.884,,0.055,0.559,290,,11.88,Sep 290 Puts,,,
RURXI,,,,,,,P,-15.111,0.127,O,0,,0,0.207,,,,,091218,,,-57.539,0.334,-8.193,,,82.144,,0.101,0.527,290,,17.99,Dec 290 Puts,,,
RURDT,136.36,,,,123.2,,C,99.108,0.039,O,122.92,,0,0.284,,31,0.011,,090417,,090401,12.968,0.334,-4.374,15:30:00,,2.135,,1,0.708,300,1.03,121.63,Apr 300 Calls,,,121.3
RURET,-1,,,,124.4,,C,94.136,0.119,O,123.2,,0,0.288,,,-0.001,,090515,,090401,32.84,0.334,-12.986,15:30:00,,17.109,,0.998,0.672,300,1.31,123.36,May 300 Calls,,,122
RURFT,116.4,,,,126.7,,C,89.659,0.142,O,125.4,,0,0.304,,165,-0.012,,090619,,090401,53.941,0.334,-14.499,15:30:00,,35.13,,0.985,0.65,300,3.51,126.86,Jun 300 Calls,,,125
RURIT,122.1,,,,132.3,,C,85.43,0.143,O,130.96,,0,0.328,,10,-0.007,,090918,,090401,104.473,0.334,-10.927,15:30:00,,65.103,,0.927,0.562,300,9.07,131.84,Sep 300 Calls,,,130.5
RURLT,97.66,,,,137.8,,C,82.922,0.136,O,134.32,,0,0.349,,63,-0.018,,091218,,090401,147.839,0.334,-9.336,15:30:00,,88.965,,0.876,0.532,300,12.43,136.82,Dec 300 Calls,,,134.5
RURPT,0.38,0.03,0.38,0.38,0.5,0.809,P,-1.223,0.048,O,0.4,0.38,0,0.042,0.35,6088,0.379,0.782,090417,,090401,-0.239,0.334,-7.925,15:30:00,,2.81,0.75,0,0.748,300,0.4,0.29,Apr 300 Puts,,8,0.3
RURQT,2.52,0.1,2.95,2.52,2.4,0.653,P,-5.303,0.114,O,2.26,2.95,0,0.077,2.42,2534,-0.022,0.645,090515,,090401,-2.963,0.334,-11.351,15:30:00,,15.805,0.634,0.002,0.648,300,2.26,2.31,May 300 Puts,,17,2.1
RURRT,4.98,,,,5.8,0.61,P,-9.109,0.139,O,5.57,,0,0.109,,2643,-0.012,0.603,090619,,090401,-9.481,0.334,-12.122,15:30:00,,32.014,0.598,0.015,0.605,300,5.57,5.64,Jun 300 Puts,,,5.4
RURUT,13.7,2.81,13.7,13.7,13.9,0.554,P,-14.278,0.144,O,13.65,13.7,0,0.168,10.89,2804,-0.003,0.551,090918,,090401,-34.054,0.334,-10.331,15:30:00,,64.222,0.547,0.073,0.551,300,13.65,13.69,Sep 300 Puts,,30,13.4
