Symbol,Last,Change,High,Low,Ask,Ask IV,Call/Put,Delta,Gamma,Item Type,Market Price,Open,Original Price,Pcnt To Double,Previous Close,Open Interest,Percent O/U,Mid IV,ExpDate,Existing Posn.,Date,Rho,SV,Theta,Time,Trade,Vega,Bid IV,Prob.Finish.ITM,Projected Volty,Strike Price,Time Premium,Th.Price,Description,At Price,Volume,Bid
RUT,682.5,-0.2,683,678,,, ,1,0,I,682.5,683,0,,682.7,,,,,,080709,,0.176,,15:30:00,,,,,,,,,RUT Index,0,,
RUWSB,0.02,,,,0.1,,P,-0.021,0.001,O,0.05,,0,0.016,,1502,,,080718,,080709,-0.004,0.176,-0.178,15:30:00,,0.084,,0,0.531,510,0.05,0,Jul 510 Puts,,,
RUWTB,0.29,-0.37,0.29,0.29,0.35,0.411,P,-0.943,0.029,O,0.28,0.29,0,0.033,0.66,1100,-0.034,0.399,080815,,080709,-0.679,0.176,-2.79,15:30:00,,5.526,0.382,0,0.4,510,0.28,0.29,Aug 510 Puts,,300,0.2
RUWUB,3.2,,,,1.4,0.366,P,-3.233,0.065,O,1.39,,0,0.051,,3112,-0.079,0.366,080919,,080709,-4.624,0.176,-5.153,15:30:00,,21.945,0.356,0,0.371,510,1.39,1.51,Sep 510 Puts,,,1.2
RUWXB,10.8,,,,7.1,0.353,P,-8.739,0.1,O,6.99,,0,0.088,,344,-0.013,0.351,081219,,080709,-29.5,0.176,-7.32,15:30:00,,71.976,0.344,0.007,0.352,510,6.99,7.08,Dec 510 Puts,,,6.5
RUWOB,10.4,,,,13,0.342,P,-12.046,0.105,O,12.54,,0,0.117,,83,-0.028,0.338,090320,,080709,-65.251,0.176,-6.884,15:30:00,,112.828,0.335,0.023,0.341,510,12.54,12.9,Mar09 510 Puts,,,12.3
RUWSD,0.07,,,,0.1,,P,-0.032,0.002,O,0.05,,0,0.016,,658,,,080718,,080709,-0.005,0.176,-0.267,15:30:00,,0.127,,0,0.513,520,0.05,0,Jul 520 Puts,,,
RUWTD,0.41,,,,0.45,0.401,P,-1.242,0.038,O,0.38,,0,0.033,,4556,0,0.391,080815,,080709,-0.894,0.176,-3.556,15:30:00,,7.018,0.379,0,0.391,520,0.38,0.38,Aug 520 Puts,,,0.3
RUWUD,1.73,,,,1.75,0.361,P,-3.927,0.077,O,1.65,,0,0.051,,3202,-0.108,0.357,080919,,080709,-5.62,0.176,-5.789,15:30:00,,25.726,0.353,0,0.365,520,1.65,1.85,Sep 520 Puts,,,1.55
RUWXD,9.32,,,,8.1,0.348,P,-9.864,0.111,O,7.92,,0,0.089,,344,-0.02,0.345,081219,,080709,-33.335,0.176,-7.854,15:30:00,,78.701,0.341,0.01,0.347,520,7.92,8.08,Dec 520 Puts,,,7.6
RUWOD,11.3,,,,14.5,0.338,P,-13.235,0.113,O,14.01,,0,0.118,,34,-0.02,0.334,090320,,080709,-71.772,0.176,-7.256,15:30:00,,120.457,0.332,0.031,0.336,520,14.01,14.29,Mar09 520 Puts,,,13.8
RUWGF,179.1,,,,152.8,,C,99.964,0.003,O,153.34,,0,0.223,,121,0.006,,080718,,080709,13.048,0.176,-2.697,15:30:00,,0.144,,1,0.482,530,0.84,152.4,Jul 530 Calls,,,151.3
RUWHF,137.2,,,,152.7,,C,98.1,0.054,O,151.39,,0,0.219,,220,-0.009,,080815,,080709,52.221,0.176,-7.67,15:30:00,,10.101,,1,0.395,530,-1.11,152.72,Aug 530 Calls,,,151.5
RUWIF,170.7,,,,153.8,,C,94.298,0.1,O,153.99,,0,0.223,,28,-0.005,,080919,,080709,95.88,0.176,-11.456,15:30:00,,34.652,,0.999,0.38,530,1.49,154.77,Sep 530 Calls,,,152.5
RUWLF,-1,,,,160,,C,89.502,0.121,O,159,,0,0.236,,12,-0.003,,081219,,080709,199.098,0.176,-10.721,15:30:00,,82.35,,0.984,0.331,530,6.5,159.55,Dec 530 Calls,,,158
RUWCF,152.9,,,,166.9,,C,86.258,0.123,O,165.04,,0,0.25,,22,-0.001,,090320,,080709,289.122,0.176,-10.114,15:30:00,,123.607,,0.958,0.318,530,12.54,165.25,Mar09 530 Calls,,,164.4
RUWSF,0.1,,,,0.15,,P,-0.051,0.003,O,0.08,,0,0.015,,377,,,080718,,080709,-0.009,0.176,-0.402,15:30:00,,0.194,,0,0.496,530,0.08,0.01,Jul 530 Puts,,,
