underlying_symbol,quote_date,root,expiration,strike,option_type,open,high,low,close,trade_volume,bid_size_1545,bid_1545,ask_size_1545,ask_1545,underlying_bid_1545,underlying_ask_1545,bid_size_eod,bid_eod,ask_size_eod,ask_eod,underlying_bid_eod,underlying_ask_eod,vwap,open_interest,delivery_code
^VIX,2017-08-04,VIX,2017-08-09,9.000,C,1.9000,1.9000,1.6500,1.6500,153,101,1.5500,101,1.9000,10.0200,10.0200,668,1.4500,606,1.9500,10.0300,10.0300,1.8951,1311,
^VIX,2017-08-04,VIX,2017-08-09,9.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,5002,0.0500,10.0200,10.0200,0,0.0000,4371,0.0500,10.0300,10.0300,0.0000,630,
^VIX,2017-08-04,VIX,2017-08-09,9.500,C,1.3500,1.3500,1.0500,1.1500,358,101,1.0500,101,1.4000,10.0200,10.0200,644,1.0000,608,1.4500,10.0300,10.0300,1.2320,737,
^VIX,2017-08-04,VIX,2017-08-09,9.500,P,0.0500,0.0500,0.0300,0.0500,25,0,0.0000,76,0.0500,10.0200,10.0200,0,0.0000,1757,0.0500,10.0300,10.0300,0.0420,146,
^VIX,2017-08-04,VIX,2017-08-09,10.000,C,0.7000,0.9500,0.6000,0.8000,789,899,0.6500,11,0.8000,10.0200,10.0200,1,0.7500,2,0.8500,10.0300,10.0300,0.6848,2055,
^VIX,2017-08-04,VIX,2017-08-09,10.000,P,0.1000,0.1500,0.1000,0.1300,181,66,0.1000,2812,0.1500,10.0200,10.0200,66,0.1000,2997,0.1500,10.0300,10.0300,0.1476,2622,
^VIX,2017-08-04,VIX,2017-08-09,10.500,C,0.5000,0.6500,0.3500,0.5000,1555,3184,0.4000,30,0.5500,10.0200,10.0200,295,0.4000,10,0.5500,10.0300,10.0300,0.4197,2431,
^VIX,2017-08-04,VIX,2017-08-09,10.500,P,0.4000,0.4300,0.3500,0.3500,13,4518,0.2500,4407,0.4500,10.0200,10.0200,10,0.3000,3406,0.4000,10.0300,10.0300,0.3715,6103,
^VIX,2017-08-04,VIX,2017-08-09,11.000,C,0.3000,0.4000,0.2500,0.3000,518,2945,0.2500,1,0.3500,10.0200,10.0200,2188,0.2500,1,0.3500,10.0300,10.0300,0.2952,1651,
^VIX,2017-08-04,VIX,2017-08-09,11.000,P,0.7500,0.8500,0.6500,0.6500,24,8,0.6500,100,0.7500,10.0200,10.0200,2196,0.5000,2263,0.8000,10.0300,10.0300,0.7296,390,
