underlying_symbol,quote_date,root,expiration,strike,option_type,open,high,low,close,trade_volume,bid_size_1545,bid_1545,ask_size_1545,ask_1545,underlying_bid_1545,underlying_ask_1545,bid_size_eod,bid_eod,ask_size_eod,ask_eod,underlying_bid_eod,underlying_ask_eod,vwap,open_interest,delivery_code
^VIX,2017-09-26,VIX,2017-09-27,9.000,C,2.2500,2.2500,1.4000,1.4000,11,11,0.1000,51,2.8000,10.1200,10.1200,10,0.1000,50,2.8000,10.1700,10.1700,1.4773,79,
^VIX,2017-09-26,VIX,2017-09-27,9.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,58,0.0500,10.1200,10.1200,0,0.0000,57,0.0500,10.1700,10.1700,0.0000,0,
^VIX,2017-09-26,VIX,2017-09-27,9.500,C,1.0000,1.0800,0.7500,0.8400,2094,11,0.0500,6,1.2000,10.1200,10.1200,15,0.8000,15,1.2000,10.1700,10.1700,0.9660,2037,
^VIX,2017-09-26,VIX,2017-09-27,9.500,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,1996,0.0500,10.1200,10.1200,0,0.0000,1218,0.0500,10.1700,10.1700,0.0000,1356,
^VIX,2017-09-26,VIX,2017-09-27,10.000,C,0.6000,0.8000,0.3500,0.5000,940,370,0.3500,11,0.5500,10.1200,10.1200,20,0.1500,11,0.6000,10.1700,10.1700,0.5154,3709,
^VIX,2017-09-26,VIX,2017-09-27,10.000,P,0.1000,0.1500,0.0500,0.0500,1131,185,0.0500,27,0.1000,10.1200,10.1200,2494,0.0500,9,0.1000,10.1700,10.1700,0.0697,3344,
^VIX,2017-09-26,VIX,2017-09-27,10.500,C,0.3000,0.4500,0.1000,0.1500,488,2,0.1500,7,0.2000,10.1200,10.1200,5,0.1500,17,0.2000,10.1700,10.1700,0.2545,1357,
^VIX,2017-09-26,VIX,2017-09-27,10.500,P,0.2900,0.3500,0.2300,0.3000,766,2007,0.2500,140,0.3500,10.1200,10.1200,19,0.2500,12,0.3500,10.1700,10.1700,0.3096,1712,
^VIX,2017-09-26,VIX,2017-09-27,11.000,C,0.1500,0.2500,0.0500,0.0500,1324,1209,0.0500,768,0.1000,10.1200,10.1200,2185,0.0500,575,0.1000,10.1700,10.1700,0.1268,4623,
^VIX,2017-09-26,VIX,2017-09-27,11.000,P,0.6500,0.7500,0.5500,0.7000,437,50,0.7000,968,0.8500,10.1200,10.1200,128,0.6500,12,0.8500,10.1700,10.1700,0.6807,3159,
^VIX,2017-09-26,VIX,2017-09-27,11.500,C,0.1000,0.1500,0.0400,0.0500,516,0,0.0000,100,0.0500,10.1200,10.1200,0,0.0000,2197,0.1000,10.1700,10.1700,0.0718,1529,
^VIX,2017-09-26,VIX,2017-09-27,11.500,P,1.1300,1.2500,1.0500,1.2000,365,4,1.1500,640,1.3000,10.1200,10.1200,15,1.1000,604,1.3000,10.1700,10.1700,1.2453,897,
^VIX,2017-09-26,VIX,2017-09-27,12.000,C,0.0500,0.1000,0.0300,0.0500,1048,0,0.0000,926,0.0500,10.1200,10.1200,0,0.0000,235,0.0500,10.1700,10.1700,0.0539,6689,
^VIX,2017-09-26,VIX,2017-09-27,12.000,P,1.6200,1.7500,1.4500,1.7000,603,141,1.5000,502,1.7500,10.1200,10.1200,15,1.5000,433,1.7000,10.1700,10.1700,1.6717,10132,
^VIX,2017-09-26,VIX,2017-09-27,12.500,C,0.0500,0.1000,0.0400,0.0400,560,0,0.0000,1255,0.0500,10.1200,10.1200,0,0.0000,1293,0.0500,10.1700,10.1700,0.0526,1902,
