underlying_symbol,quote_date,root,expiration,strike,option_type,open,high,low,close,trade_volume,bid_size_1545,bid_1545,ask_size_1545,ask_1545,underlying_bid_1545,underlying_ask_1545,bid_size_eod,bid_eod,ask_size_eod,ask_eod,underlying_bid_eod,underlying_ask_eod,vwap,open_interest,delivery_code
^VIX,2017-09-01,VIX,2017-09-06,9.500,C,2.0000,2.0000,1.7700,1.7700,2,1,1.7500,60,1.9500,10.1200,10.1200,11,1.7500,335,2.2000,10.1300,10.1300,1.8850,1009,
^VIX,2017-09-01,VIX,2017-09-06,9.500,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,3470,0.0500,10.1200,10.1200,0,0.0000,3160,0.0500,10.1300,10.1300,0.0000,1007,
^VIX,2017-09-01,VIX,2017-09-06,10.000,C,1.1500,1.5500,1.1500,1.3000,393,205,1.1500,60,1.4000,10.1200,10.1200,3,1.3000,356,1.7000,10.1300,10.1300,1.2484,665,
^VIX,2017-09-01,VIX,2017-09-06,10.000,P,0.0500,0.0500,0.0100,0.0500,31,0,0.0000,1423,0.0500,10.1200,10.1200,0,0.0000,1457,0.0500,10.1300,10.1300,0.0487,625,
^VIX,2017-09-01,VIX,2017-09-06,10.500,C,1.0000,1.0000,0.8400,0.8500,323,452,0.7500,13,0.9500,10.1200,10.1200,49,0.8500,559,1.2000,10.1300,10.1300,0.8906,733,
^VIX,2017-09-01,VIX,2017-09-06,10.500,P,0.1000,0.1500,0.0500,0.1000,532,50,0.1000,1703,0.1500,10.1200,10.1200,1182,0.0500,2331,0.1500,10.1300,10.1300,0.0920,4401,
^VIX,2017-09-01,VIX,2017-09-06,11.000,C,0.7300,0.7500,0.5000,0.7000,527,10,0.5500,1445,0.6500,10.1200,10.1200,15,0.4500,1767,0.7000,10.1300,10.1300,0.5506,627,
^VIX,2017-09-01,VIX,2017-09-06,11.000,P,0.2000,0.3500,0.1800,0.3000,3692,147,0.3000,347,0.3500,10.1200,10.1200,313,0.3000,2206,0.3500,10.1300,10.1300,0.2856,2499,
^VIX,2017-09-01,VIX,2017-09-06,11.500,C,0.5500,0.5500,0.3400,0.4000,702,1,0.3500,3808,0.4500,10.1200,10.1200,11,0.3500,848,0.4500,10.1300,10.1300,0.4082,2838,
^VIX,2017-09-01,VIX,2017-09-06,11.500,P,0.5000,0.6500,0.5000,0.5500,1520,2394,0.5000,3307,0.7500,10.1200,10.1200,20,0.5000,376,0.6500,10.1300,10.1300,0.6052,2485,
^VIX,2017-09-01,VIX,2017-09-06,12.000,C,0.3800,0.4500,0.2000,0.3000,623,4,0.2500,300,0.3000,10.1200,10.1200,2545,0.2000,3523,0.3500,10.1300,10.1300,0.2849,1450,
^VIX,2017-09-01,VIX,2017-09-06,12.000,P,0.9000,1.0500,0.8000,1.0100,536,15,0.9500,14,1.0500,10.1200,10.1200,5,0.9500,14,1.0500,10.1300,10.1300,0.9895,14791,
^VIX,2017-09-01,VIX,2017-09-06,12.500,C,0.2000,0.2500,0.1600,0.2000,196,228,0.1500,4235,0.2500,10.1200,10.1200,35,0.1500,2381,0.2500,10.1300,10.1300,0.2031,628,
^VIX,2017-09-01,VIX,2017-09-06,12.500,P,1.2500,1.4500,1.2500,1.4000,39,45,1.3000,598,1.5500,10.1200,10.1200,1807,1.2500,860,1.5500,10.1300,10.1300,1.4167,1611,
^VIX,2017-09-01,VIX,2017-09-06,13.000,C,0.1500,0.2000,0.1000,0.1400,620,167,0.1000,4234,0.2000,10.1200,10.1200,50,0.1000,3360,0.2000,10.1300,10.1300,0.1595,3633,
^VIX,2017-09-01,VIX,2017-09-06,13.000,P,1.7700,1.9000,1.7700,1.8500,65,40,1.8000,418,2.0000,10.1200,10.1200,30,1.8000,263,2.0000,10.1300,10.1300,1.8565,1048,
