underlying_symbol,quote_date,root,expiration,strike,option_type,open,high,low,close,trade_volume,bid_size_1545,bid_1545,ask_size_1545,ask_1545,underlying_bid_1545,underlying_ask_1545,bid_size_eod,bid_eod,ask_size_eod,ask_eod,underlying_bid_eod,underlying_ask_eod,vwap,open_interest,delivery_code
^VIX,2017-09-19,VIX,2017-09-20,9.000,C,1.5500,1.7600,1.5000,1.7600,97,671,1.5000,623,1.6000,10.0500,10.0500,1540,1.7500,675,1.9000,10.1800,10.1800,1.5755,4367,
^VIX,2017-09-19,VIX,2017-09-20,9.000,P,0.0100,0.0200,0.0100,0.0200,2015,0,0.0000,11346,0.0500,10.0500,10.0500,0,0.0000,11574,0.0500,10.1800,10.1800,0.0199,159,
^VIX,2017-09-19,VIX,2017-09-20,9.500,C,1.0500,1.2500,1.0500,1.1000,707,1874,1.0000,2167,1.1000,10.0500,10.0500,1159,1.2500,1121,1.4000,10.1800,10.1800,1.1710,1701,
^VIX,2017-09-19,VIX,2017-09-20,9.500,P,0.0300,0.0300,0.0200,0.0300,2021,0,0.0000,20470,0.0500,10.0500,10.0500,0,0.0000,15765,0.0500,10.1800,10.1800,0.0300,808,
^VIX,2017-09-19,VIX,2017-09-20,10.000,C,0.5500,0.8500,0.5000,0.8500,3061,8503,0.5500,793,0.6500,10.0500,10.0500,4931,0.8000,10,0.9000,10.1800,10.1800,0.6364,10944,
^VIX,2017-09-19,VIX,2017-09-20,10.000,P,0.0500,0.1000,0.0500,0.0500,50861,37429,0.0500,18714,0.1000,10.0500,10.0500,11594,0.0500,15899,0.1000,10.1800,10.1800,0.0889,47398,
^VIX,2017-09-19,VIX,2017-09-20,10.500,C,0.2000,0.5000,0.2000,0.5000,16144,129,0.3000,6907,0.3500,10.0500,10.0500,2604,0.4500,146,0.5500,10.1800,10.1800,0.3611,15339,
^VIX,2017-09-19,VIX,2017-09-20,10.500,P,0.2500,0.3500,0.2000,0.2000,57361,196,0.2500,23280,0.3500,10.0500,10.0500,3599,0.1500,3167,0.2000,10.1800,10.1800,0.2667,70965,
^VIX,2017-09-19,VIX,2017-09-20,11.000,C,0.1000,0.2700,0.1000,0.2400,44174,773,0.1500,18829,0.2000,10.0500,10.0500,12429,0.2000,20,0.3000,10.1800,10.1800,0.1919,24689,
^VIX,2017-09-19,VIX,2017-09-20,11.000,P,0.7000,0.7500,0.4400,0.4400,33410,8709,0.5500,7961,0.6500,10.0500,10.0500,3135,0.4000,11772,0.5000,10.1800,10.1800,0.5903,158612,
^VIX,2017-09-19,VIX,2017-09-20,11.500,C,0.1000,0.1500,0.0500,0.1200,23275,42613,0.0500,641,0.1000,10.0500,10.0500,13102,0.1000,28,0.1500,10.1800,10.1800,0.1129,61285,
^VIX,2017-09-19,VIX,2017-09-20,11.500,P,1.1500,1.1500,0.9000,0.9000,12070,487,1.0000,3491,1.1000,10.0500,10.0500,10217,0.7000,10901,0.9000,10.1800,10.1800,1.0063,169001,
^VIX,2017-09-19,VIX,2017-09-20,12.000,C,0.0500,0.1000,0.0200,0.0700,52029,0,0.0000,25325,0.1000,10.0500,10.0500,7268,0.0500,278,0.1000,10.1800,10.1800,0.0578,56245,
^VIX,2017-09-19,VIX,2017-09-20,12.000,P,1.6500,1.6500,1.3100,1.5000,16212,629,1.4500,272,1.5500,10.0500,10.0500,3081,1.1500,322,1.3000,10.1800,10.1800,1.5079,172565,
^VIX,2017-09-19,VIX,2017-09-20,12.500,C,0.0500,0.0500,0.0300,0.0500,21760,0,0.0000,10931,0.0500,10.0500,10.0500,0,0.0000,138,0.0500,10.1800,10.1800,0.0439,67804,
^VIX,2017-09-19,VIX,2017-09-20,12.500,P,2.1000,2.1000,1.8000,1.9500,6447,576,1.9500,4967,2.0500,10.0500,10.0500,5344,1.6000,640,1.8000,10.1800,10.1800,1.9899,134982,
^VIX,2017-09-19,VIX,2017-09-20,13.000,C,0.0300,0.0500,0.0200,0.0200,393,0,0.0000,20877,0.0500,10.0500,10.0500,0,0.0000,8019,0.0500,10.1800,10.1800,0.0483,111360,
^VIX,2017-09-19,VIX,2017-09-20,13.000,P,2.6000,2.6000,2.2100,2.2100,11517,553,2.4500,115,2.5000,10.0500,10.0500,2544,2.1000,1925,2.3000,10.1800,10.1800,2.4801,150896,
^VIX,2017-09-19,VIX,2017-09-20,13.500,C,0.0500,0.0500,0.0100,0.0300,4009,0,0.0000,20840,0.0500,10.0500,10.0500,0,0.0000,8145,0.0500,10.1800,10.1800,0.0101,56010,
^VIX,2017-09-19,VIX,2017-09-20,13.500,P,3.1000,3.1000,2.8500,2.9500,656,1272,2.9000,138,3.0000,10.0500,10.0500,6221,2.5500,2070,2.7500,10.1800,10.1800,2.9530,32131,
^VIX,2017-09-19,VIX,2017-09-20,14.000,C,0.0500,0.0500,0.0200,0.0300,162,0,0.0000,13676,0.0500,10.0500,10.0500,0,0.0000,9884,0.0500,10.1800,10.1800,0.0310,160691,
^VIX,2017-09-19,VIX,2017-09-20,14.000,P,3.6200,3.6200,3.2600,3.2800,2980,1072,3.4000,8483,3.6000,10.0500,10.0500,11563,3.0000,5006,3.3000,10.1800,10.1800,3.4706,101226,
^VIX,2017-09-19,VIX,2017-09-20,14.500,C,0.0300,0.0300,0.0100,0.0100,3,0,0.0000,13026,0.0500,10.0500,10.0500,0,0.0000,7200,0.0500,10.1800,10.1800,0.0200,46502,
^VIX,2017-09-19,VIX,2017-09-20,14.500,P,4.0000,4.0100,3.8900,4.0000,223,1078,3.9000,8968,4.1000,10.0500,10.0500,5692,3.5000,1135,3.8000,10.1800,10.1800,3.9898,27053,
^VIX,2017-09-19,VIX,2017-09-20,15.000,C,0.0200,0.0200,0.0100,0.0100,21,0,0.0000,13368,0.0500,10.0500,10.0500,0,0.0000,6607,0.0500,10.1800,10.1800,0.0105,207431,
^VIX,2017-09-19,VIX,2017-09-20,15.000,P,4.5700,4.5700,4.2900,4.4400,89,485,4.4000,8949,4.6000,10.0500,10.0500,3175,4.0000,1175,4.3000,10.1800,10.1800,4.4276,52686,
^VIX,2017-09-19,VIX,2017-09-20,16.000,C,0.0300,0.0500,0.0300,0.0500,16,0,0.0000,15513,0.0500,10.0500,10.0500,0,0.0000,10264,0.0500,10.1800,10.1800,0.0325,225506,
^VIX,2017-09-19,VIX,2017-09-20,16.000,P,5.6200,5.6200,5.2000,5.5000,62,452,5.4000,5184,5.6000,10.0500,10.0500,3175,5.0000,1175,5.3000,10.1800,10.1800,5.4258,30882,
^VIX,2017-09-19,VIX,2017-09-20,17.000,C,0.0300,0.0500,0.0300,0.0500,3,0,0.0000,12567,0.0500,10.0500,10.0500,0,0.0000,5617,0.0500,10.1800,10.1800,0.0433,260948,
^VIX,2017-09-19,VIX,2017-09-20,17.000,P,6.5200,6.6000,6.2600,6.5100,44,487,6.4000,5311,6.6000,10.0500,10.0500,3176,6.0000,1176,6.3000,10.1800,10.1800,6.4355,3719,
^VIX,2017-09-19,VIX,2017-09-20,18.000,C,0.0200,0.0500,0.0200,0.0300,3180,0,0.0000,18099,0.0500,10.0500,10.0500,0,0.0000,13533,0.0500,10.1800,10.1800,0.0489,290863,
^VIX,2017-09-19,VIX,2017-09-20,18.000,P,7.3500,7.3500,7.2000,7.2000,13,449,7.4000,5256,7.6000,10.0500,10.0500,2226,7.0000,226,7.3000,10.1800,10.1800,7.3385,96250,
^VIX,2017-09-19,VIX,2017-09-20,19.000,C,0.0300,0.0400,0.0100,0.0200,93,0,0.0000,11287,0.0500,10.0500,10.0500,0,0.0000,5637,0.0500,10.1800,10.1800,0.0140,258785,
^VIX,2017-09-19,VIX,2017-09-20,19.000,P,8.5000,8.5000,8.5000,8.5000,15,298,8.4000,3949,8.6000,10.0500,10.0500,3175,8.0000,1175,8.3000,10.1800,10.1800,8.5000,56986,
^VIX,2017-09-19,VIX,2017-09-20,20.000,C,0.0500,0.0500,0.0200,0.0400,53,0,0.0000,22565,0.0500,10.0500,10.0500,0,0.0000,14999,0.0500,10.1800,10.1800,0.0391,455337,
^VIX,2017-09-19,VIX,2017-09-20,20.000,P,9.3500,9.5000,9.3100,9.5000,35,298,9.4000,3947,9.6000,10.0500,10.0500,3175,9.0000,1175,9.3000,10.1800,10.1800,9.4351,4645,
^VIX,2017-09-19,VIX,2017-09-20,21.000,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,12411,0.0500,10.0500,10.0500,0,0.0000,4025,0.0500,10.1800,10.1800,0.0000,287902,
^VIX,2017-09-19,VIX,2017-09-20,21.000,P,0.0000,0.0000,0.0000,0.0000,0,5927,10.3000,3466,10.6000,10.0500,10.0500,2925,10.0000,700,10.3000,10.1800,10.1800,0.0000,114,
^VIX,2017-09-19,VIX,2017-09-20,22.000,C,0.0300,0.0300,0.0300,0.0300,9,0,0.0000,12689,0.0500,10.0500,10.0500,0,0.0000,4874,0.0500,10.1800,10.1800,0.0300,123548,
^VIX,2017-09-19,VIX,2017-09-20,22.000,P,0.0000,0.0000,0.0000,0.0000,0,5927,11.3000,3490,11.6000,10.0500,10.0500,2925,11.0000,700,11.3000,10.1800,10.1800,0.0000,8516,
^VIX,2017-09-19,VIX,2017-09-20,23.000,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,15982,0.0500,10.0500,10.0500,0,0.0000,5905,0.0500,10.1800,10.1800,0.0000,260160,
^VIX,2017-09-19,VIX,2017-09-20,23.000,P,0.0000,0.0000,0.0000,0.0000,0,5927,12.3000,3508,12.6000,10.0500,10.0500,2925,12.0000,700,12.3000,10.1800,10.1800,0.0000,331,
^VIX,2017-09-19,VIX,2017-09-20,24.000,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,15603,0.0500,10.0500,10.0500,0,0.0000,7981,0.0500,10.1800,10.1800,0.0000,181832,
^VIX,2017-09-19,VIX,2017-09-20,24.000,P,0.0000,0.0000,0.0000,0.0000,0,5926,13.3000,3520,13.6000,10.0500,10.0500,2925,13.0000,700,13.3000,10.1800,10.1800,0.0000,221,
^VIX,2017-09-19,VIX,2017-09-20,25.000,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,16360,0.0500,10.0500,10.0500,0,0.0000,8728,0.0500,10.1800,10.1800,0.0000,265654,
^VIX,2017-09-19,VIX,2017-09-20,25.000,P,14.4400,14.5000,14.4400,14.5000,21,5658,14.3000,3263,14.6000,10.0500,10.0500,2700,14.0000,700,14.3000,10.1800,10.1800,14.4943,266,
^VIX,2017-09-19,VIX,2017-09-20,26.000,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,15270,0.0500,10.0500,10.0500,0,0.0000,5384,0.0500,10.1800,10.1800,0.0000,129026,
^VIX,2017-09-19,VIX,2017-09-20,26.000,P,0.0000,0.0000,0.0000,0.0000,0,4929,15.3000,2848,15.6000,10.0500,10.0500,2700,15.0000,700,15.3000,10.1800,10.1800,0.0000,6,
^VIX,2017-09-19,VIX,2017-09-20,27.000,C,0.0200,0.0300,0.0200,0.0200,12,0,0.0000,13522,0.0500,10.0500,10.0500,0,0.0000,6602,0.0500,10.1800,10.1800,0.0225,62815,
^VIX,2017-09-19,VIX,2017-09-20,27.000,P,0.0000,0.0000,0.0000,0.0000,0,4929,16.3000,2850,16.6000,10.0500,10.0500,2700,16.0000,700,16.3000,10.1800,10.1800,0.0000,0,
^VIX,2017-09-19,VIX,2017-09-20,28.000,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,15427,0.0500,10.0500,10.0500,0,0.0000,7605,0.0500,10.1800,10.1800,0.0000,195985,
^VIX,2017-09-19,VIX,2017-09-20,28.000,P,0.0000,0.0000,0.0000,0.0000,0,4918,17.3000,2850,17.6000,10.0500,10.0500,2700,17.0000,700,17.3000,10.1800,10.1800,0.0000,0,
^VIX,2017-09-19,VIX,2017-09-20,29.000,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,15400,0.0500,10.0500,10.0500,0,0.0000,6546,0.0500,10.1800,10.1800,0.0000,113985,
^VIX,2017-09-19,VIX,2017-09-20,29.000,P,0.0000,0.0000,0.0000,0.0000,0,5647,18.3000,3268,18.6000,10.0500,10.0500,2700,18.0000,700,18.3000,10.1800,10.1800,0.0000,100,
^VIX,2017-09-19,VIX,2017-09-20,30.000,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,15730,0.0500,10.0500,10.0500,0,0.0000,6730,0.0500,10.1800,10.1800,0.0000,163009,
^VIX,2017-09-19,VIX,2017-09-20,30.000,P,19.4000,19.4000,19.4000,19.4000,3,4921,19.3000,2850,19.6000,10.0500,10.0500,2700,19.0000,700,19.3000,10.1800,10.1800,19.4000,9,
^VIX,2017-09-19,VIX,2017-09-20,32.500,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,15426,0.0500,10.0500,10.0500,0,0.0000,5870,0.0500,10.1800,10.1800,0.0000,37789,
^VIX,2017-09-19,VIX,2017-09-20,32.500,P,21.9500,21.9500,21.9500,21.9500,35,5647,21.8000,3268,22.1000,10.0500,10.0500,2700,21.5000,700,21.8000,10.1800,10.1800,21.9500,35,
^VIX,2017-09-19,VIX,2017-09-20,35.000,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,16021,0.0500,10.0500,10.0500,0,0.0000,7710,0.0500,10.1800,10.1800,0.0000,45980,
^VIX,2017-09-19,VIX,2017-09-20,35.000,P,0.0000,0.0000,0.0000,0.0000,0,4918,24.3000,2850,24.6000,10.0500,10.0500,2200,24.0000,200,24.3000,10.1800,10.1800,0.0000,1,
^VIX,2017-09-19,VIX,2017-09-20,37.500,C,0.0500,0.0500,0.0500,0.0500,1,0,0.0000,15730,0.0500,10.0500,10.0500,0,0.0000,7777,0.0500,10.1800,10.1800,0.0500,99802,
^VIX,2017-09-19,VIX,2017-09-20,37.500,P,0.0000,0.0000,0.0000,0.0000,0,4918,26.8000,2850,27.1000,10.0500,10.0500,2000,26.5000,1999,26.9000,10.1800,10.1800,0.0000,52,
^VIX,2017-09-19,VIX,2017-09-20,40.000,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,15395,0.0500,10.0500,10.0500,0,0.0000,6946,0.0500,10.1800,10.1800,0.0000,45251,
^VIX,2017-09-19,VIX,2017-09-20,40.000,P,0.0000,0.0000,0.0000,0.0000,0,5647,29.3000,3268,29.6000,10.0500,10.0500,2700,29.0000,700,29.3000,10.1800,10.1800,0.0000,3038,
^VIX,2017-09-19,VIX,2017-09-20,42.500,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,15026,0.0500,10.0500,10.0500,0,0.0000,7510,0.0500,10.1800,10.1800,0.0000,25945,
^VIX,2017-09-19,VIX,2017-09-20,42.500,P,0.0000,0.0000,0.0000,0.0000,0,4856,31.8000,2790,32.1000,10.0500,10.0500,2700,31.5000,700,31.8000,10.1800,10.1800,0.0000,2,
^VIX,2017-09-19,VIX,2017-09-20,45.000,C,0.0500,0.0500,0.0500,0.0500,1,0,0.0000,14955,0.0500,10.0500,10.0500,0,0.0000,7437,0.0500,10.1800,10.1800,0.0500,33212,
^VIX,2017-09-19,VIX,2017-09-20,45.000,P,0.0000,0.0000,0.0000,0.0000,0,4856,34.3000,2790,34.6000,10.0500,10.0500,2700,34.0000,700,34.3000,10.1800,10.1800,0.0000,3,
^VIX,2017-09-19,VIX,2017-09-20,47.500,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,14886,0.0500,10.0500,10.0500,0,0.0000,6495,0.0500,10.1800,10.1800,0.0000,18937,
^VIX,2017-09-19,VIX,2017-09-20,47.500,P,0.0000,0.0000,0.0000,0.0000,0,4856,36.8000,2790,37.1000,10.0500,10.0500,2700,36.5000,700,36.8000,10.1800,10.1800,0.0000,8,
^VIX,2017-09-19,VIX,2017-09-20,50.000,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,14956,0.0500,10.0500,10.0500,0,0.0000,5646,0.0500,10.1800,10.1800,0.0000,23711,
^VIX,2017-09-19,VIX,2017-09-20,50.000,P,0.0000,0.0000,0.0000,0.0000,0,5585,39.3000,3208,39.6000,10.0500,10.0500,2700,39.0000,700,39.3000,10.1800,10.1800,0.0000,127,
^VIX,2017-09-19,VIX,2017-09-20,55.000,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,14068,0.0500,10.0500,10.0500,0,0.0000,5117,0.0500,10.1800,10.1800,0.0000,1867,
