underlying_symbol,quote_date,root,expiration,strike,option_type,open,high,low,close,trade_volume,bid_size_1545,bid_1545,ask_size_1545,ask_1545,underlying_bid_1545,underlying_ask_1545,bid_size_eod,bid_eod,ask_size_eod,ask_eod,underlying_bid_eod,underlying_ask_eod,vwap,open_interest,delivery_code
^VIX,2017-09-25,VIX,2017-09-27,9.000,C,1.5000,2.2000,1.5000,2.2000,8,16,1.7000,16,2.0000,10.5100,10.5100,200,1.2500,226,2.0500,10.2100,10.2100,2.1125,79,
^VIX,2017-09-25,VIX,2017-09-27,9.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,84,0.0500,10.5100,10.5100,0,0.0000,57,0.0500,10.2100,10.2100,0.0000,0,
^VIX,2017-09-25,VIX,2017-09-27,9.500,C,1.2600,1.7000,1.0000,1.2600,138,23,1.2500,312,1.5000,10.5100,10.5100,236,0.8000,251,1.5000,10.2100,10.2100,1.3728,2072,
^VIX,2017-09-25,VIX,2017-09-27,9.500,P,0.0200,0.0200,0.0200,0.0200,20,0,0.0000,3625,0.0500,10.5100,10.5100,0,0.0000,2177,0.0500,10.2100,10.2100,0.0200,1356,
^VIX,2017-09-25,VIX,2017-09-27,10.000,C,0.7500,1.3000,0.3000,0.7500,1675,31,0.8000,1,0.9000,10.5100,10.5100,1,0.7500,11,0.8500,10.2100,10.2100,0.8907,3760,
^VIX,2017-09-25,VIX,2017-09-27,10.000,P,0.2000,0.2000,0.0500,0.1000,310,168,0.0500,3811,0.1000,10.5100,10.5100,272,0.0500,277,0.1000,10.2100,10.2100,0.0723,3360,
^VIX,2017-09-25,VIX,2017-09-27,10.500,C,0.5500,0.8500,0.2500,0.4400,609,2860,0.4500,20,0.6000,10.5100,10.5100,3121,0.2500,8,0.4500,10.2100,10.2100,0.5331,1453,
^VIX,2017-09-25,VIX,2017-09-27,10.500,P,0.3000,0.4000,0.1500,0.2500,3903,1096,0.1500,2377,0.2500,10.5100,10.5100,2554,0.2000,13,0.3500,10.2100,10.2100,0.2010,1060,
^VIX,2017-09-25,VIX,2017-09-27,11.000,C,0.2000,0.6000,0.2000,0.3000,3681,3896,0.2500,23,0.4000,10.5100,10.5100,340,0.2000,1745,0.3500,10.2100,10.2100,0.3935,6855,
^VIX,2017-09-25,VIX,2017-09-27,11.000,P,0.6600,0.8500,0.3500,0.4500,1929,100,0.5000,21,0.5500,10.5100,10.5100,12,0.5000,11,0.6500,10.2100,10.2100,0.4882,2682,
^VIX,2017-09-25,VIX,2017-09-27,11.500,C,0.1600,0.4000,0.1500,0.2000,934,9,0.2000,230,0.2500,10.5100,10.5100,1336,0.1000,1997,0.2500,10.2100,10.2100,0.2183,1077,
^VIX,2017-09-25,VIX,2017-09-27,11.500,P,1.1300,1.1300,0.7300,0.9000,160,426,0.8000,4340,1.0000,10.5100,10.5100,178,0.8500,11,1.1000,10.2100,10.2100,0.8164,910,
^VIX,2017-09-25,VIX,2017-09-27,12.000,C,0.1500,0.3000,0.0500,0.1300,2168,2,0.1500,3017,0.2000,10.5100,10.5100,4,0.1000,2149,0.2000,10.2100,10.2100,0.1885,5251,
^VIX,2017-09-25,VIX,2017-09-27,12.000,P,1.5700,1.6100,1.0400,1.4000,222,276,1.2000,1215,1.4500,10.5100,10.5100,167,1.3500,175,1.6500,10.2100,10.2100,1.2590,10259,
^VIX,2017-09-25,VIX,2017-09-27,12.500,C,0.0500,0.2000,0.0500,0.1000,590,4393,0.0500,2650,0.1500,10.5100,10.5100,432,0.0500,1517,0.1500,10.2100,10.2100,0.1499,1562,
^VIX,2017-09-25,VIX,2017-09-27,12.500,P,1.6000,1.8200,1.6000,1.8200,2,467,1.6500,724,1.9000,10.5100,10.5100,165,1.7500,171,2.1500,10.2100,10.2100,1.7100,189,
^VIX,2017-09-25,VIX,2017-09-27,13.000,C,0.0500,0.1500,0.0500,0.1000,761,771,0.0500,4354,0.1500,10.5100,10.5100,3,0.0500,1035,0.1000,10.2100,10.2100,0.0784,3016,
^VIX,2017-09-25,VIX,2017-09-27,13.000,P,2.5300,2.6400,2.0000,2.1600,627,1205,2.1000,26,2.3500,10.5100,10.5100,357,2.3000,174,2.6500,10.2100,10.2100,2.1203,4077,
^VIX,2017-09-25,VIX,2017-09-27,13.500,C,0.0500,0.1000,0.0500,0.1000,301,408,0.0500,1394,0.1000,10.5100,10.5100,200,0.0500,1534,0.1000,10.2100,10.2100,0.0551,478,
^VIX,2017-09-25,VIX,2017-09-27,13.500,P,2.6100,2.6500,2.5800,2.5800,6,16,2.6000,16,2.8500,10.5100,10.5100,213,2.5500,203,3.3000,10.2100,10.2100,2.6083,63,
^VIX,2017-09-25,VIX,2017-09-27,14.000,C,0.0500,0.1000,0.0400,0.0400,1277,708,0.0500,3821,0.1000,10.5100,10.5100,0,0.0000,42,0.0500,10.2100,10.2100,0.0552,3987,
^VIX,2017-09-25,VIX,2017-09-27,14.000,P,2.9500,3.3000,2.9500,3.3000,15,239,3.0000,16,3.3000,10.5100,10.5100,250,3.0000,234,3.8000,10.2100,10.2100,3.1833,78,
^VIX,2017-09-25,VIX,2017-09-27,14.500,C,0.0500,0.1000,0.0500,0.0500,2383,2231,0.0500,3933,0.1000,10.5100,10.5100,0,0.0000,74,0.0500,10.2100,10.2100,0.0507,354,
^VIX,2017-09-25,VIX,2017-09-27,14.500,P,0.0000,0.0000,0.0000,0.0000,0,185,3.5000,16,3.8000,10.5100,10.5100,204,3.5000,203,4.3000,10.2100,10.2100,0.0000,65,
^VIX,2017-09-25,VIX,2017-09-27,15.000,C,0.0500,0.0500,0.0200,0.0500,709,0,0.0000,1681,0.0500,10.5100,10.5100,0,0.0000,1527,0.0500,10.2100,10.2100,0.0484,2075,
^VIX,2017-09-25,VIX,2017-09-27,15.000,P,0.0000,0.0000,0.0000,0.0000,0,479,4.0000,26,4.3000,10.5100,10.5100,251,4.0000,234,4.7000,10.2100,10.2100,0.0000,102,
^VIX,2017-09-25,VIX,2017-09-27,16.000,C,0.0200,0.0500,0.0200,0.0500,37,0,0.0000,1481,0.0500,10.5100,10.5100,0,0.0000,1588,0.0500,10.2100,10.2100,0.0378,4811,
^VIX,2017-09-25,VIX,2017-09-27,16.000,P,5.0000,5.2600,4.9600,5.2600,6,459,5.0000,26,5.3000,10.5100,10.5100,238,4.9000,234,5.7000,10.2100,10.2100,5.1600,113,
^VIX,2017-09-25,VIX,2017-09-27,17.000,C,0.0500,0.0500,0.0500,0.0500,5,0,0.0000,1924,0.0500,10.5100,10.5100,0,0.0000,1797,0.0500,10.2100,10.2100,0.0500,7386,
^VIX,2017-09-25,VIX,2017-09-27,17.000,P,0.0000,0.0000,0.0000,0.0000,0,184,6.0000,26,6.3000,10.5100,10.5100,236,5.9000,234,6.7000,10.2100,10.2100,0.0000,285,
^VIX,2017-09-25,VIX,2017-09-27,18.000,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,2007,0.0500,10.5100,10.5100,0,0.0000,1791,0.0500,10.2100,10.2100,0.0000,5162,
^VIX,2017-09-25,VIX,2017-09-27,18.000,P,0.0000,0.0000,0.0000,0.0000,0,16,7.0000,16,7.3000,10.5100,10.5100,196,6.9000,200,7.7000,10.2100,10.2100,0.0000,0,
^VIX,2017-09-25,VIX,2017-09-27,19.000,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,2217,0.0500,10.5100,10.5100,0,0.0000,1881,0.0500,10.2100,10.2100,0.0000,950,
^VIX,2017-09-25,VIX,2017-09-27,19.000,P,0.0000,0.0000,0.0000,0.0000,0,16,8.0000,16,8.4000,10.5100,10.5100,199,7.9000,200,8.8000,10.2100,10.2100,0.0000,0,
^VIX,2017-09-25,VIX,2017-09-27,20.000,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,2726,0.0500,10.5100,10.5100,0,0.0000,2480,0.0500,10.2100,10.2100,0.0000,1525,
^VIX,2017-09-25,VIX,2017-09-27,20.000,P,8.8300,8.8300,8.8300,8.8300,20,168,9.0000,146,9.4000,10.5100,10.5100,254,8.9000,233,9.8000,10.2100,10.2100,8.8300,739,
