underlying_symbol,quote_date,root,expiration,strike,option_type,open,high,low,close,trade_volume,bid_size_1545,bid_1545,ask_size_1545,ask_1545,underlying_bid_1545,underlying_ask_1545,bid_size_eod,bid_eod,ask_size_eod,ask_eod,underlying_bid_eod,underlying_ask_eod,vwap,open_interest,delivery_code
^VIX,2017-09-12,VIX,2017-09-13,10.000,C,1.1000,1.2800,1.0000,1.0000,1136,4159,1.0000,40,1.2000,10.7100,10.7100,511,1.0000,13,1.1500,10.5800,10.5800,1.1945,1404,
^VIX,2017-09-12,VIX,2017-09-13,10.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,91,0.0500,10.7100,10.7100,0,0.0000,90,0.0500,10.5800,10.5800,0.0000,203,
^VIX,2017-09-12,VIX,2017-09-13,10.500,C,0.4700,0.8300,0.4600,0.5000,143,3071,0.4500,61,0.8000,10.7100,10.7100,3381,0.4000,13,0.8500,10.5800,10.5800,0.5478,273,
^VIX,2017-09-12,VIX,2017-09-13,10.500,P,0.1000,0.1000,0.0300,0.0500,2242,0,0.0000,126,0.0500,10.7100,10.7100,0,0.0000,105,0.0500,10.5800,10.5800,0.0820,1261,
^VIX,2017-09-12,VIX,2017-09-13,11.000,C,0.2500,0.4000,0.1300,0.2000,1558,23,0.2000,17,0.3500,10.7100,10.7100,20,0.1500,6,0.2000,10.5800,10.5800,0.2251,1273,
^VIX,2017-09-12,VIX,2017-09-13,11.000,P,0.3000,0.4500,0.1500,0.2000,1472,35,0.1500,672,0.2000,10.7100,10.7100,699,0.1500,127,0.2000,10.5800,10.5800,0.2256,3917,
^VIX,2017-09-12,VIX,2017-09-13,11.500,C,0.1000,0.2000,0.0500,0.0500,960,2373,0.0500,240,0.1500,10.7100,10.7100,5007,0.0500,67,0.1000,10.5800,10.5800,0.1304,2425,
^VIX,2017-09-12,VIX,2017-09-13,11.500,P,0.7900,0.9000,0.4500,0.5100,333,35,0.4000,308,0.8000,10.7100,10.7100,13,0.4500,24,0.8000,10.5800,10.5800,0.6595,8264,
^VIX,2017-09-12,VIX,2017-09-13,12.000,C,0.0600,0.1000,0.0500,0.0500,847,0,0.0000,15,0.0500,10.7100,10.7100,0,0.0000,22,0.0500,10.5800,10.5800,0.0688,2116,
^VIX,2017-09-12,VIX,2017-09-13,12.000,P,1.1600,1.2000,0.7500,0.9800,418,3,0.9500,3192,1.1000,10.7100,10.7100,13,0.9500,258,1.5000,10.5800,10.5800,1.0636,4575,
^VIX,2017-09-12,VIX,2017-09-13,12.500,C,0.0400,0.0500,0.0400,0.0500,155,0,0.0000,147,0.0500,10.7100,10.7100,0,0.0000,295,0.0500,10.5800,10.5800,0.0435,3182,
^VIX,2017-09-12,VIX,2017-09-13,12.500,P,1.8000,1.8200,1.3000,1.4500,187,17,1.2000,11,1.4500,10.7100,10.7100,12,1.2000,811,1.5500,10.5800,10.5800,1.7303,13278,
^VIX,2017-09-12,VIX,2017-09-13,13.000,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,208,0.0500,10.7100,10.7100,0,0.0000,232,0.0500,10.5800,10.5800,0.0000,10482,
^VIX,2017-09-12,VIX,2017-09-13,13.000,P,2.3600,2.3700,1.6000,1.9500,218,13,1.2500,13,2.0000,10.7100,10.7100,53,1.4000,3,2.0000,10.5800,10.5800,2.2554,2521,
^VIX,2017-09-12,VIX,2017-09-13,13.500,C,0.0300,0.0300,0.0300,0.0300,1,0,0.0000,1314,0.0500,10.7100,10.7100,0,0.0000,364,0.0500,10.5800,10.5800,0.0300,1246,
^VIX,2017-09-12,VIX,2017-09-13,13.500,P,2.6600,2.6600,2.2400,2.4000,32,238,1.6000,216,3.2000,10.7100,10.7100,225,0.3500,242,4.4000,10.5800,10.5800,2.5106,298,
^VIX,2017-09-12,VIX,2017-09-13,14.000,C,0.0500,0.0500,0.0500,0.0500,13,0,0.0000,254,0.0500,10.7100,10.7100,0,0.0000,232,0.0500,10.5800,10.5800,0.0500,3184,
^VIX,2017-09-12,VIX,2017-09-13,14.000,P,3.2100,3.8000,2.7500,2.7500,34,330,2.1000,115,3.6000,10.7100,10.7100,16,0.9000,113,3.6000,10.5800,10.5800,3.1676,1945,
^VIX,2017-09-12,VIX,2017-09-13,14.500,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,136,0.0500,10.7100,10.7100,0,0.0000,104,0.0500,10.5800,10.5800,0.0000,2426,
^VIX,2017-09-12,VIX,2017-09-13,14.500,P,3.5600,3.5600,3.5600,3.5600,20,239,2.6000,215,4.2000,10.7100,10.7100,238,1.2000,242,5.5000,10.5800,10.5800,3.5600,68,
